"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.497418364696353	0.0449382280259868	Inf	0.410319374391794	0.584674320663625
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.59331831996496	0.0431439938520421	Inf	0.506812148585969	0.674399234895731
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.122768627250126	0.0192274929635032	Inf	0.0897746451908588	0.165681365238201
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.122751271240531	0.0192256244082939	Inf	0.0897607784068652	0.165660268861514
"whole cortex"	"seurat"	0.398476986251407	0.0428739626260801	Inf	0.318126660796733	0.484695835468465
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.474857729163695	0.0446992215311521	Inf	0.388890636959476	0.562341358455641
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.378048472421259	0.0419740790916095	Inf	0.299910377297958	0.463078626774161
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.153470069158267	0.0231297113372987	Inf	0.113389071022637	0.204451868771588
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.15385579837052	0.0231789194668155	Inf	0.113685102430487	0.204938737581338
"whole cortex"	"scvi"	0.331260812605696	0.0395434211602791	Inf	0.258774268064854	0.412745491389965
