"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	-3.12502658615885	0.0448004924783375	-69.7542909303932	0	0	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	25782.8913879328	-51537.7827758656	-51437.4095185812
"fixed"	"cond"	"keysubclass"	0.26795906675935	0.0232135393572763	11.5432232299965	7.98749882379299e-31	1.15374983010343e-30	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	25782.8913879328	-51537.7827758656	-51437.4095185812
"fixed"	"cond"	"cutoff"	-0.40052023821146	0.0632167435136476	-6.33566703930255	2.36316631546168e-10	2.79283291827289e-10	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	25782.8913879328	-51537.7827758656	-51437.4095185812
"fixed"	"cond"	"methodscvi"	1.8817035171543	0.0488972449896611	38.4828126319217	0	0	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	25782.8913879328	-51537.7827758656	-51437.4095185812
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	2.25138088657996	0.0439775325691207	51.1938882210229	0	0	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	25782.8913879328	-51537.7827758656	-51437.4095185812
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	0.772155457768485	0.043918463170541	17.5815682522885	3.4101236174435e-69	5.54145087834568e-69	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	25782.8913879328	-51537.7827758656	-51437.4095185812
"fixed"	"cond"	"referencewhole cortex"	1.33744414997087	0.0433149072974932	30.8772252653135	2.41550418312397e-209	7.8503885951529e-209	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	25782.8913879328	-51537.7827758656	-51437.4095185812
"fixed"	"cond"	"subsample_ref100"	0.00330153200094785	0.0270221273835787	0.122178833445741	0.902757389317341	0.902757389317341	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	25782.8913879328	-51537.7827758656	-51437.4095185812
"fixed"	"cond"	"subsample_ref50"	-0.306647498078835	0.027496732106895	-11.1521433487706	6.99019919182759e-29	9.08725894937586e-29	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	25782.8913879328	-51537.7827758656	-51437.4095185812
"fixed"	"cond"	"cutoff:methodscvi"	-2.3689677920221	0.0883817075952254	-26.8038246428956	2.91600323781163e-158	5.41543458450732e-158	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	25782.8913879328	-51537.7827758656	-51437.4095185812
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-1.84145271064509	0.0614884213848782	-29.9479588054274	4.67757871502969e-197	1.21617046590772e-196	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	25782.8913879328	-51537.7827758656	-51437.4095185812
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.169134903704047	0.0614415520130242	-2.75277720309204	0.00590920958249174	0.00640164371436605	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	25782.8913879328	-51537.7827758656	-51437.4095185812
"fixed"	"cond"	"methodscvi:referencewhole cortex"	-1.65282319421158	0.0612285576274155	-26.9943186359092	1.72324674160711e-160	3.73370127348207e-160	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	25782.8913879328	-51537.7827758656	-51437.4095185812
