"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.100485642002604	0.0087956819670329	Inf	0.0845119605611689	0.119085788732099
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.551438612798773	0.0245170074878268	Inf	0.503054740910575	0.598868044483012
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.100436368927608	0.00880497643531525	Inf	0.0844477667524273	0.11905846357311
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.100462717989112	0.00880787487690687	Inf	0.0844688954105086	0.119090977234782
"whole cortex"	"seurat"	0.182852806795752	0.0148246679299648	Inf	0.155565785866354	0.213714766117212
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.113982152430351	0.00976743566783298	Inf	0.0961932512435898	0.134570921669233
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.488448689343202	0.0250131085546815	Inf	0.439690718255502	0.537427464286681
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.114079967325498	0.00975391033507316	Inf	0.0963126091962942	0.134636651842577
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.114274746040742	0.00977475450459714	Inf	0.0964696566975722	0.134875507296821
"whole cortex"	"scvi"	0.420285025574431	0.0243757961154358	Inf	0.373392478753649	0.468661982275668
