"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.620624307410871	0.0831700002487462	0.450120609028995	0.765770526622569
"scvi"	0	0.616820165743262	0.0834928333908337	0.446124854979111	0.762871357345893
"seurat"	0.05	0.61221884066124	0.0838553125196998	0.441350259990881	0.759324776015072
"scvi"	0.05	0.565457444889804	0.086792156365474	0.394362999264055	0.722258305857996
"seurat"	0.1	0.603746046664104	0.0844969081624663	0.432613629637448	0.7527609797575
"scvi"	0.1	0.512649606344428	0.0882430917578538	0.344863720596875	0.677632388774889
"seurat"	0.15	0.59521052918673	0.0850933075798983	0.423915998931286	0.74608013688389
"scvi"	0.15	0.459557864510875	0.0877180528872663	0.29851165719825	0.629518067390588
"seurat"	0.2	0.586617040208746	0.0856431201327684	0.415262556393456	0.739283430441491
"scvi"	0.2	0.407368490770716	0.0852634400174197	0.255952490785001	0.578691396693579
"seurat"	0.25	0.577970470184133	0.0861450509166984	0.406658386027928	0.732372231191033
"scvi"	0.25	0.357188795893575	0.0810911260289619	0.217576236013388	0.526144639944017
"seurat"	0.5	0.53412089743205	0.0878986268538735	0.364545836171636	0.696160315973956
"scvi"	0.5	0.160940585187998	0.0477102353190848	0.0875627312321135	0.277132813091128
"seurat"	0.75	0.489737593424514	0.0883257982028045	0.324349178134069	0.657403581447967
"scvi"	0.75	0.0620994995494461	0.0205975655246042	0.0320435860921141	0.116941064631517
