"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.000841128021068186	8.41493659000403e-05	Inf	0.000691350616037592	0.00102332066986359
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.00084112762790984	8.41493368758533e-05	Inf	0.000691350276283366	0.00102332021613013
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.000841128287812718	8.41493855907002e-05	Inf	0.000691350846551282	0.00102332097770326
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.000841129441860638	8.41494707840408e-05	Inf	0.000691351843844103	0.00102332230955385
"whole cortex"	"seurat"	0.000841128643259833	8.41494118295413e-05	Inf	0.00069135115371896	0.00102332138791191
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.000878551836528612	8.73353547367466e-05	Inf	0.000723009631228786	0.00106752033516735
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.000878553793203133	8.73354975836597e-05	Inf	0.000723011324804098	0.00106752258964887
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.000878556607248212	8.73357030240671e-05	Inf	0.000723013760463913	0.00106752583199613
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.000878555529494946	8.73356243422395e-05	Inf	0.000723012827628785	0.00106752459020697
"whole cortex"	"scvi"	0.0011783962845001	0.000117759117448118	Inf	0.000968768812854311	0.0014333190112176
