"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0182140045135804	0.00794690797061407	Inf	0.00770466869469604	0.0424451295085619
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.0182144582037957	0.00794709903831243	Inf	0.00770486535209183	0.0424461463819054
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.0182144479485172	0.00794709471919446	Inf	0.00770486090698499	0.0424461233954846
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.903464327778676	0.0383180037315222	Inf	0.798223328054222	0.956786244045526
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.695310501835167	0.0928562656248027	Inf	0.491502372321911	0.843449893281955
"whole cortex"	"seurat"	0.823931167698322	0.0635314743922258	Inf	0.664823328988623	0.916946214138953
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0344314165097069	0.0147159276197847	Inf	0.0147550613280067	0.0782625431655378
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.0344314137557995	0.0147159264841819	Inf	0.0147550601242916	0.0782625371876843
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.0344312994716067	0.0147158801663024	Inf	0.0147550094785719	0.0782622925511891
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.816959935364197	0.0655208468636837	Inf	0.6540993058523	0.913304117141607
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.656203720366463	0.0988654694813522	Inf	0.447074438662059	0.818369911432233
"whole cortex"	"scvi"	0.778079507980101	0.0755656712661727	Inf	0.597913355619259	0.892087241847993
