"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.689676522668865	0.087891736533006	Inf	0.498429586209342	0.832506512997309
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.732733363750329	0.0803938972330935	Inf	0.550807604704087	0.859740446233777
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.700419953797583	0.086150195289376	Inf	0.511148242892204	0.839430460100781
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.627675548682898	0.0959375191298351	Inf	0.42987973357101	0.790320324080031
"whole cortex"	"seurat"	0.4354461680591	0.101009902240426	Inf	0.256356734739508	0.63312863736441
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.70460587943725	0.0855711680620051	Inf	0.515876613941494	0.842258382786312
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.684859657184955	0.0886394668080754	Inf	0.492811621403442	0.829366931721354
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.676134963859722	0.0899262150327706	Inf	0.482800554998503	0.823603743809159
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.718670519695134	0.0830279900905388	Inf	0.53320185873521	0.851036008663584
"whole cortex"	"scvi"	0.671092559468783	0.0906347178584651	Inf	0.477099361070121	0.820233177044354
