"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.939055226238031	0.0166768284340261	0.896945315164001	0.964636708470815
"scvi"	0	0.917038535804264	0.0221676158166751	0.861957316774942	0.951381163504726
"seurat"	0.05	0.933071071336109	0.0181917502503883	0.887340928805668	0.961053347119878
"scvi"	0.05	0.890499878664836	0.0284014549329524	0.821264914252851	0.935037328391539
"seurat"	0.1	0.926545295352829	0.0198207551022549	0.87696024680504	0.957124536434044
"scvi"	0.1	0.856797432208445	0.0357263778929644	0.771746388568662	0.913700894060012
"seurat"	0.15	0.919438173191702	0.0215676013424534	0.865763469558686	0.952820515879052
"scvi"	0.15	0.814878305003468	0.0439145896838581	0.713289779870534	0.886213598689784
"seurat"	0.2	0.911708926912079	0.0234351201280298	0.853713122361159	0.948109680624968
"scvi"	0.2	0.764067320047766	0.0524696396642969	0.646706238305875	0.851400329244084
"seurat"	0.25	0.903316101680486	0.0254249648899207	0.840775019044721	0.942958619051362
"scvi"	0.25	0.704369646826417	0.0606036123650213	0.573887055729237	0.808246851962445
"seurat"	0.5	0.849967370358188	0.0371481662069921	0.761941535024642	0.909318065942052
"scvi"	0.5	0.339306447516398	0.0652840632214699	0.224923500737883	0.476125292896983
"seurat"	0.75	0.774529190614179	0.0509870726637124	0.659660066787818	0.858920106898633
"scvi"	0.75	0.0996637476722611	0.0261934395556524	0.058792795299539	0.16399637464146
