"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Angular gyrus AnG"	"seurat"	0.934754273435331	0.0119446481378264	Inf	0.907060799810235	0.954608753909567
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.933856113640276	0.0120978498439635	Inf	0.905818719526926	0.953971018334646
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.923507233559337	0.013835877354492	Inf	0.891591701665102	0.946589655728495
"Dissection Primary auditory cortexA1"	"seurat"	0.935018464477472	0.0119000457578459	Inf	0.907424933657072	0.954796997212523
"Dissection Primary somatosensory cortex S1"	"seurat"	0.933533123262438	0.012152313210316	Inf	0.905373794394128	0.953740818529289
"Dissection Primary visual cortexV1"	"seurat"	0.935586280079946	0.0118029250849172	Inf	0.90821100858096	0.955199848658876
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.936023859212136	0.0117296746148092	Inf	0.908812505454952	0.95551253695989
"Single-nucleus transcriptome data from the dlPFC"	"seurat"	0.939083301433805	0.0112043675267143	Inf	0.913054756608053	0.957680911277098
"whole cortex"	"seurat"	0.921362015438398	0.0141895086752783	Inf	0.888662949222641	0.94505136418414
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.936918102960769	0.0115755598975535	Inf	0.910053835472188	0.956145453010692
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.93633669974046	0.0116747836829038	Inf	0.909249398862868	0.955732590045193
"Dissection Angular gyrus AnG"	"scvi"	0.949978559013878	0.00930874084591733	Inf	0.92824529989409	0.965374733608631
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.95140107904513	0.00905750584427305	Inf	0.930240637457908	0.966374837511336
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.921203868470577	0.0142174572378974	Inf	0.888442045367841	0.944940614167845
"Dissection Primary auditory cortexA1"	"scvi"	0.946409662037936	0.00993458029915309	Inf	0.923253389042609	0.962860196743137
"Dissection Primary somatosensory cortex S1"	"scvi"	0.949149035469937	0.00945449710784303	Inf	0.927083992495316	0.964790583658002
"Dissection Primary visual cortexV1"	"scvi"	0.945340045861052	0.0101213500903885	Inf	0.921759976868928	0.962105684029574
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.857534775866722	0.0239508635386502	Inf	0.803879232443059	0.898366890854184
"Single-nucleus transcriptome data from the dlPFC"	"scvi"	0.942357755330209	0.01063865360365	Inf	0.917606694338062	0.95999769762053
"whole cortex"	"scvi"	0.949315779801785	0.00942496948441249	Inf	0.927318046460685	0.964907684650696
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.949792934341948	0.0093416019974457	Inf	0.927984746282531	0.965244349509387
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.94981675566045	0.00933724031538066	Inf	0.928018580036084	0.965260882240699
