"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	1.40605661495197	0.0316292197594901	44.454356624782	0	0	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	65093.8163624876	-130165.632724975	-130080.996009005
"fixed"	"cond"	"methodscvi"	-0.484565784849892	0.0396415564724983	-12.2236821146532	2.32318756599564e-34	1.16159378299782e-33	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	65093.8163624876	-130165.632724975	-130080.996009005
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	0.147682670726114	0.0380473176295166	3.88155275922905	0.000103791628094942	0.000115324031216602	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	65093.8163624876	-130165.632724975	-130080.996009005
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	0.0728794617521707	0.0382649986731957	1.90459856995166	0.056832272633436	0.056832272633436	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	65093.8163624876	-130165.632724975	-130080.996009005
"fixed"	"cond"	"referencewhole cortex"	-0.323330963653184	0.0390602572172647	-8.27774793838971	1.25526580960319e-16	2.51053161920639e-16	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	65093.8163624876	-130165.632724975	-130080.996009005
"fixed"	"cond"	"subsample_ref100"	-0.160282836895572	0.0243407178846677	-6.5849675286913	4.54984816695482e-11	6.49978309564974e-11	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	65093.8163624876	-130165.632724975	-130080.996009005
"fixed"	"cond"	"subsample_ref50"	-0.284454526601161	0.0246121319062541	-11.5574923653355	6.76557010536689e-31	2.2551900351223e-30	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	65093.8163624876	-130165.632724975	-130080.996009005
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-0.406811992138802	0.0562846641569435	-7.22775907491341	4.91028815215603e-13	8.18381358692672e-13	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	65093.8163624876	-130165.632724975	-130080.996009005
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.639016385153067	0.0568680793965657	-11.2368202326112	2.68894034281337e-29	6.72235085703343e-29	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	65093.8163624876	-130165.632724975	-130080.996009005
"fixed"	"cond"	"methodscvi:referencewhole cortex"	0.343887361931149	0.0564521687210312	6.09165900482109	1.11746516499385e-09	1.39683145624232e-09	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	65093.8163624876	-130165.632724975	-130080.996009005
