"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.941573626143451	0.0183451174099072	Inf	0.893423264027346	0.968731464315517
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.955331828597432	0.014228842733194	Inf	0.917531307558269	0.976254427060109
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.91243769602413	0.0266365030738771	Inf	0.844267611943574	0.952447833709996
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.958402321483104	0.0132937994830422	Inf	0.922989146911807	0.977920427894992
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.935221916492175	0.0202014227918768	Inf	0.882493086668846	0.965222205525449
"whole cortex"	"seurat"	0.945026135142462	0.0173192024452382	Inf	0.89943473465689	0.970623676986509
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.849314813238117	0.0426411716864144	Inf	0.745774168357072	0.915465610930882
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.955471110838202	0.0141894930071484	Inf	0.91776805773551	0.976333226151426
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.943171731449897	0.017877692749435	Inf	0.896179338121774	0.969615100730956
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.968918800418347	0.0100435019444158	Inf	0.941910395090147	0.983588607379587
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.838776757665906	0.0450570316181031	Inf	0.730294908779438	0.909058238566668
"whole cortex"	"scvi"	0.959272730108688	0.0130289721623405	Inf	0.924536904357385	0.978393248283279
