"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.198682338352986	0.0158036779528366	Inf	0.169509834726796	0.231476063205734
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.758870536145023	0.0185384499424419	Inf	0.72069906108577	0.793321249869097
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.795120151744059	0.0164056286861436	Inf	0.761094034256742	0.82541177493894
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.786153838345472	0.0169794714600082	Inf	0.750998003074748	0.817551975586994
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.63225635733748	0.0240708999030321	Inf	0.583947475834173	0.67804856608118
"whole cortex"	"seurat"	0.781100620004581	0.0173414705699574	Inf	0.745225366201934	0.813190542197068
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.270524794663277	0.0194201953839785	Inf	0.234183025310932	0.310221706281023
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.809870017555947	0.0161388799064037	Inf	0.776214299089435	0.839510689889119
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.738648603367767	0.0197477787873547	Inf	0.698141072987888	0.775468525183831
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.746043005110366	0.0195459854960519	Inf	0.705871837019607	0.782418883548625
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.717826755843539	0.0206901155920093	Inf	0.675573235740449	0.756560179762814
"whole cortex"	"scvi"	0.803014280221935	0.0162969520795412	Inf	0.769113675830032	0.833017999407195
