label	method	cutoff	reference	key	label_f1_mean	label_f1_std	label_f1_count
Ambiguous GABAergic	scvi	0.0	Dissection Angular gyrus AnG	subclass	0.9503080833719094	0.12543237458280607	462
Ambiguous GABAergic	scvi	0.0	Dissection Anterior cingulate cortex ACC	subclass	0.9656050165897282	0.07997888276777611	462
Ambiguous GABAergic	scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9437960825621171	0.11241482444467135	462
Ambiguous GABAergic	scvi	0.0	Dissection Primary auditory cortexA1	subclass	0.9553897601267158	0.10752361623596983	462
Ambiguous GABAergic	scvi	0.0	Dissection Primary somatosensory cortex S1	subclass	0.9556040350856317	0.108957623615262	462
Ambiguous GABAergic	scvi	0.0	Dissection Primary visual cortexV1	subclass	0.9639347319080115	0.09001424325153257	462
Ambiguous GABAergic	scvi	0.0	Human Multiple Cortical Areas SMART-seq	subclass	0.9597337063027144	0.06129052516448607	462
Ambiguous GABAergic	scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9594017906046143	0.09942721638680742	462
Ambiguous GABAergic	scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9587582416587499	0.10249386289149816	462
Ambiguous GABAergic	scvi	0.0	whole cortex	subclass	0.9577249072368118	0.10834443210242406	462
Ambiguous GABAergic	scvi	0.05	Dissection Angular gyrus AnG	subclass	0.9503080833719094	0.12543237458280604	462
Ambiguous GABAergic	scvi	0.05	Dissection Anterior cingulate cortex ACC	subclass	0.9656050165897282	0.0799788827677761	462
Ambiguous GABAergic	scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9437960825621171	0.11241482444467131	462
Ambiguous GABAergic	scvi	0.05	Dissection Primary auditory cortexA1	subclass	0.9553897601267158	0.10752361623596984	462
Ambiguous GABAergic	scvi	0.05	Dissection Primary somatosensory cortex S1	subclass	0.9556040350856317	0.10895762361526205	462
Ambiguous GABAergic	scvi	0.05	Dissection Primary visual cortexV1	subclass	0.9639347319080115	0.09001424325153264	462
Ambiguous GABAergic	scvi	0.05	Human Multiple Cortical Areas SMART-seq	subclass	0.9597337063027144	0.061290525164486145	462
Ambiguous GABAergic	scvi	0.05	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9594017906046143	0.09942721638680739	462
Ambiguous GABAergic	scvi	0.05	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9587582416587499	0.10249386289149816	462
Ambiguous GABAergic	scvi	0.05	whole cortex	subclass	0.9577249072368118	0.10834443210242416	462
Ambiguous GABAergic	scvi	0.1	Dissection Angular gyrus AnG	subclass	0.9503080833719094	0.125432374582806	462
Ambiguous GABAergic	scvi	0.1	Dissection Anterior cingulate cortex ACC	subclass	0.9656050165897282	0.0799788827677761	462
Ambiguous GABAergic	scvi	0.1	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9437965592407123	0.11241479722019718	462
Ambiguous GABAergic	scvi	0.1	Dissection Primary auditory cortexA1	subclass	0.9553847036918687	0.10754880230683223	462
Ambiguous GABAergic	scvi	0.1	Dissection Primary somatosensory cortex S1	subclass	0.9556040350856317	0.10895762361526204	462
Ambiguous GABAergic	scvi	0.1	Dissection Primary visual cortexV1	subclass	0.9639363478769569	0.09001192434966125	462
Ambiguous GABAergic	scvi	0.1	Human Multiple Cortical Areas SMART-seq	subclass	0.9597337063027144	0.061290525164486076	462
Ambiguous GABAergic	scvi	0.1	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9594017906046143	0.09942721638680739	462
Ambiguous GABAergic	scvi	0.1	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.958751594685371	0.10249893863371859	462
Ambiguous GABAergic	scvi	0.1	whole cortex	subclass	0.9577172738923877	0.1083481552987781	462
Ambiguous GABAergic	scvi	0.15	Dissection Angular gyrus AnG	subclass	0.9497400230254832	0.12613625031316938	462
Ambiguous GABAergic	scvi	0.15	Dissection Anterior cingulate cortex ACC	subclass	0.9649506001391187	0.0809901210429087	462
Ambiguous GABAergic	scvi	0.15	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9432272989995254	0.11299543176853591	462
Ambiguous GABAergic	scvi	0.15	Dissection Primary auditory cortexA1	subclass	0.9537138657904988	0.11162206591839309	462
Ambiguous GABAergic	scvi	0.15	Dissection Primary somatosensory cortex S1	subclass	0.9548273213601806	0.10969864792775685	462
Ambiguous GABAergic	scvi	0.15	Dissection Primary visual cortexV1	subclass	0.963022284489085	0.09129966931972269	462
Ambiguous GABAergic	scvi	0.15	Human Multiple Cortical Areas SMART-seq	subclass	0.9599121993835492	0.061651836032456823	462
Ambiguous GABAergic	scvi	0.15	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9587777338001205	0.10051130496933669	462
Ambiguous GABAergic	scvi	0.15	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9583094277533398	0.10346393233843706	462
Ambiguous GABAergic	scvi	0.15	whole cortex	subclass	0.9571702665912598	0.10905146874628527	462
Ambiguous GABAergic	scvi	0.2	Dissection Angular gyrus AnG	subclass	0.9434969740439235	0.13142575586040683	462
Ambiguous GABAergic	scvi	0.2	Dissection Anterior cingulate cortex ACC	subclass	0.9572918862968807	0.09199677793349939	462
Ambiguous GABAergic	scvi	0.2	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9355107579766629	0.11996308870465382	462
Ambiguous GABAergic	scvi	0.2	Dissection Primary auditory cortexA1	subclass	0.9447192154479497	0.12894135752270855	462
Ambiguous GABAergic	scvi	0.2	Dissection Primary somatosensory cortex S1	subclass	0.9468265224907925	0.11565913033708734	462
Ambiguous GABAergic	scvi	0.2	Dissection Primary visual cortexV1	subclass	0.9550989671785265	0.1008671678724572	462
Ambiguous GABAergic	scvi	0.2	Human Multiple Cortical Areas SMART-seq	subclass	0.9622977089225366	0.06471505095779352	462
Ambiguous GABAergic	scvi	0.2	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9539894789955305	0.10775327482371215	462
Ambiguous GABAergic	scvi	0.2	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9536225677586617	0.10816585237957253	462
Ambiguous GABAergic	scvi	0.2	whole cortex	subclass	0.9525865409200893	0.11377035100984574	462
Ambiguous GABAergic	scvi	0.25	Dissection Angular gyrus AnG	subclass	0.9278856374262814	0.1443458324796163	462
Ambiguous GABAergic	scvi	0.25	Dissection Anterior cingulate cortex ACC	subclass	0.9407441696982939	0.11451115594423725	462
Ambiguous GABAergic	scvi	0.25	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9154303542600659	0.13585787137475044	462
Ambiguous GABAergic	scvi	0.25	Dissection Primary auditory cortexA1	subclass	0.9275201804146174	0.14617460888418163	462
Ambiguous GABAergic	scvi	0.25	Dissection Primary somatosensory cortex S1	subclass	0.9279190384347653	0.13799135233578091	462
Ambiguous GABAergic	scvi	0.25	Dissection Primary visual cortexV1	subclass	0.9368738436406783	0.12241371143980001	462
Ambiguous GABAergic	scvi	0.25	Human Multiple Cortical Areas SMART-seq	subclass	0.9561779789679921	0.07674357765108945	462
Ambiguous GABAergic	scvi	0.25	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9422929882939793	0.12833070275876626	462
Ambiguous GABAergic	scvi	0.25	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9405183669426849	0.12738149755786524	462
Ambiguous GABAergic	scvi	0.25	whole cortex	subclass	0.9402762127691515	0.12687671342392254	462
Ambiguous GABAergic	scvi	0.5	Dissection Angular gyrus AnG	subclass	0.7976325384427162	0.24576291866818992	462
Ambiguous GABAergic	scvi	0.5	Dissection Anterior cingulate cortex ACC	subclass	0.8200780332514475	0.2368477565891767	462
Ambiguous GABAergic	scvi	0.5	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.7319264488334863	0.2758957799406046	462
Ambiguous GABAergic	scvi	0.5	Dissection Primary auditory cortexA1	subclass	0.8104226471809122	0.24217154745716968	462
Ambiguous GABAergic	scvi	0.5	Dissection Primary somatosensory cortex S1	subclass	0.8044977542846625	0.24245230100817863	462
Ambiguous GABAergic	scvi	0.5	Dissection Primary visual cortexV1	subclass	0.7927001166470065	0.2514351724092611	462
Ambiguous GABAergic	scvi	0.5	Human Multiple Cortical Areas SMART-seq	subclass	0.8466186161200681	0.2046958381415984	462
Ambiguous GABAergic	scvi	0.5	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.8496052530402752	0.21351833667984685	462
Ambiguous GABAergic	scvi	0.5	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.8413421117081432	0.2196995405519475	462
Ambiguous GABAergic	scvi	0.5	whole cortex	subclass	0.8351490687181105	0.22460559547649986	462
Ambiguous GABAergic	scvi	0.75	Dissection Angular gyrus AnG	subclass	0.5580222067359359	0.2988610386941637	462
Ambiguous GABAergic	scvi	0.75	Dissection Anterior cingulate cortex ACC	subclass	0.6376319529640512	0.32054984724534274	462
Ambiguous GABAergic	scvi	0.75	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.42818898211131634	0.316201776970176	462
Ambiguous GABAergic	scvi	0.75	Dissection Primary auditory cortexA1	subclass	0.6048894494931115	0.30298050651507774	462
Ambiguous GABAergic	scvi	0.75	Dissection Primary somatosensory cortex S1	subclass	0.6160454837450049	0.3068425825569965	462
Ambiguous GABAergic	scvi	0.75	Dissection Primary visual cortexV1	subclass	0.5648816705894035	0.3297854954565914	462
Ambiguous GABAergic	scvi	0.75	Human Multiple Cortical Areas SMART-seq	subclass	0.5921659077478444	0.2861164192689835	462
Ambiguous GABAergic	scvi	0.75	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.7135268508665662	0.27487909315546194	462
Ambiguous GABAergic	scvi	0.75	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.6837093242329602	0.28871013670050044	462
Ambiguous GABAergic	scvi	0.75	whole cortex	subclass	0.6657213541619216	0.2876228081913945	462
Ambiguous GABAergic	seurat	0.0	Dissection Angular gyrus AnG	subclass	0.9482488083201914	0.12047520711424904	462
Ambiguous GABAergic	seurat	0.0	Dissection Anterior cingulate cortex ACC	subclass	0.9475757321783363	0.11691054071124389	462
Ambiguous GABAergic	seurat	0.0	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9477725896385464	0.1375295787971714	462
Ambiguous GABAergic	seurat	0.0	Dissection Primary auditory cortexA1	subclass	0.9535695340340473	0.11111671423917523	462
