method	cutoff	reference	key	weighted_f1_mean	weighted_f1_std	weighted_f1_count
scvi	0.0	Dissection Angular gyrus AnG	class	0.9353745171336274	0.07483046277566109	594
scvi	0.0	Dissection Angular gyrus AnG	family	0.9685559666775174	0.06646414696204599	594
scvi	0.0	Dissection Angular gyrus AnG	subclass	0.9106151371281892	0.09025860362696086	594
scvi	0.0	Dissection Anterior cingulate cortex ACC	class	0.9390228900922246	0.06701502353666101	594
scvi	0.0	Dissection Anterior cingulate cortex ACC	family	0.971113059485734	0.05664325357472161	594
scvi	0.0	Dissection Anterior cingulate cortex ACC	subclass	0.912973862331732	0.08374249898127727	594
scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	class	0.9064973184105342	0.09627446504272989	594
scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	family	0.9360918318577364	0.09774917623488069	594
scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.8809995911934975	0.10837768061076815	594
scvi	0.0	Dissection Primary auditory cortexA1	class	0.934770838900977	0.07429148089001386	594
scvi	0.0	Dissection Primary auditory cortexA1	family	0.9695602371626835	0.0641154241565167	594
scvi	0.0	Dissection Primary auditory cortexA1	subclass	0.9092149296248421	0.09018631538837846	594
scvi	0.0	Dissection Primary somatosensory cortex S1	class	0.9363371911819444	0.07233944100193389	594
scvi	0.0	Dissection Primary somatosensory cortex S1	family	0.9706328089132702	0.06067792119137205	594
scvi	0.0	Dissection Primary somatosensory cortex S1	subclass	0.9106898879417009	0.08787923606344933	594
scvi	0.0	Dissection Primary visual cortexV1	class	0.9389308117599797	0.06640186570823058	594
scvi	0.0	Dissection Primary visual cortexV1	family	0.9718020267305489	0.0549567960042566	594
scvi	0.0	Dissection Primary visual cortexV1	subclass	0.9111639689302933	0.08393387736696176	594
scvi	0.0	Human Multiple Cortical Areas SMART-seq	class	0.9406632896068369	0.06107298453743824	594
scvi	0.0	Human Multiple Cortical Areas SMART-seq	family	0.9685996717626952	0.04810425509211042	594
scvi	0.0	Human Multiple Cortical Areas SMART-seq	subclass	0.9094444238683708	0.08226698232225085	594
scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	class	0.9393015339041418	0.06806357022706429	594
scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	family	0.971680544370328	0.05632795003474858	594
scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.913465261209909	0.08598615328297358	594
scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	class	0.937755573841969	0.07096813716001368	594
scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	family	0.9705234768971928	0.060626037686620865	594
scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9121456234907478	0.08747539446712158	594
scvi	0.0	whole cortex	class	0.9401592130461213	0.06749293121811434	594
scvi	0.0	whole cortex	family	0.9721172020558073	0.05546824448911939	594
scvi	0.0	whole cortex	subclass	0.9137274480267725	0.08528508868899382	594
scvi	0.05	Dissection Angular gyrus AnG	class	0.9353745171336274	0.07483046277566105	594
scvi	0.05	Dissection Angular gyrus AnG	family	0.9685559666775174	0.06646414696204597	594
scvi	0.05	Dissection Angular gyrus AnG	subclass	0.9106151371281892	0.09025860362696089	594
scvi	0.05	Dissection Anterior cingulate cortex ACC	class	0.9390228900922246	0.06701502353666111	594
scvi	0.05	Dissection Anterior cingulate cortex ACC	family	0.971113059485734	0.05664325357472157	594
scvi	0.05	Dissection Anterior cingulate cortex ACC	subclass	0.912973862331732	0.08374249898127732	594
scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	class	0.9064973184105342	0.09627446504272996	594
scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	family	0.9360918318577364	0.09774917623488066	594
scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.8809995911934975	0.10837768061076813	594
scvi	0.05	Dissection Primary auditory cortexA1	class	0.934770838900977	0.07429148089001386	594
scvi	0.05	Dissection Primary auditory cortexA1	family	0.9695602371626835	0.0641154241565167	594
scvi	0.05	Dissection Primary auditory cortexA1	subclass	0.9092149296248421	0.09018631538837843	594
scvi	0.05	Dissection Primary somatosensory cortex S1	class	0.9363371911819444	0.07233944100193386	594
scvi	0.05	Dissection Primary somatosensory cortex S1	family	0.9706328089132702	0.06067792119137205	594
scvi	0.05	Dissection Primary somatosensory cortex S1	subclass	0.9106898879417009	0.08787923606344934	594
scvi	0.05	Dissection Primary visual cortexV1	class	0.9389308117599797	0.06640186570823058	594
scvi	0.05	Dissection Primary visual cortexV1	family	0.9718020267305489	0.054956796004256576	594
scvi	0.05	Dissection Primary visual cortexV1	subclass	0.9111639689302933	0.08393387736696176	594
scvi	0.05	Human Multiple Cortical Areas SMART-seq	class	0.9406632896068369	0.0610729845374382	594
scvi	0.05	Human Multiple Cortical Areas SMART-seq	family	0.9685996717626952	0.0481042550921105	594
scvi	0.05	Human Multiple Cortical Areas SMART-seq	subclass	0.9094444238683708	0.08226698232225084	594
scvi	0.05	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	class	0.9393015339041418	0.06806357022706432	594
scvi	0.05	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	family	0.971680544370328	0.056327950034748615	594
scvi	0.05	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.913465261209909	0.08598615328297365	594
scvi	0.05	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	class	0.937755573841969	0.07096813716001371	594
scvi	0.05	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	family	0.9705234768971928	0.060626037686620886	594
scvi	0.05	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9121456234907478	0.08747539446712156	594
scvi	0.05	whole cortex	class	0.9401592130461213	0.06749293121811432	594
scvi	0.05	whole cortex	family	0.9721172020558073	0.055468244489119405	594
scvi	0.05	whole cortex	subclass	0.9137274480267725	0.08528508868899384	594
scvi	0.1	Dissection Angular gyrus AnG	class	0.9353745171336274	0.07483046277566109	594
scvi	0.1	Dissection Angular gyrus AnG	family	0.9685560558530703	0.06646403689163001	594
scvi	0.1	Dissection Angular gyrus AnG	subclass	0.9106151371281892	0.09025860362696088	594
scvi	0.1	Dissection Anterior cingulate cortex ACC	class	0.9390228900922246	0.06701502353666106	594
scvi	0.1	Dissection Anterior cingulate cortex ACC	family	0.9711137127790898	0.05664022651975343	594
scvi	0.1	Dissection Anterior cingulate cortex ACC	subclass	0.912973862331732	0.08374249898127728	594
scvi	0.1	Dissection Dorsolateral prefrontal cortex DFC	class	0.9064971653564239	0.09627456230072799	594
scvi	0.1	Dissection Dorsolateral prefrontal cortex DFC	family	0.93609167976082	0.09774939857115571	594
scvi	0.1	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.8809994381393872	0.10837774318903197	594
scvi	0.1	Dissection Primary auditory cortexA1	class	0.9347697707470792	0.07429543492249076	594
scvi	0.1	Dissection Primary auditory cortexA1	family	0.9695601229072159	0.06411649323574509	594
scvi	0.1	Dissection Primary auditory cortexA1	subclass	0.9092137730514498	0.09019013583637461	594
scvi	0.1	Dissection Primary somatosensory cortex S1	class	0.9363378626632903	0.07233942619146345	594
scvi	0.1	Dissection Primary somatosensory cortex S1	family	0.9706326328920869	0.06067745749301261	594
scvi	0.1	Dissection Primary somatosensory cortex S1	subclass	0.9106901204697042	0.08787891959204708	594
scvi	0.1	Dissection Primary visual cortexV1	class	0.9389309446872113	0.066401626403397	594
scvi	0.1	Dissection Primary visual cortexV1	family	0.9718025357682682	0.05495461487957708	594
scvi	0.1	Dissection Primary visual cortexV1	subclass	0.9111640994295941	0.08393366096265299	594
scvi	0.1	Human Multiple Cortical Areas SMART-seq	class	0.9406633750821787	0.061072694587783194	594
scvi	0.1	Human Multiple Cortical Areas SMART-seq	family	0.9686001171368885	0.04810340228336193	594
scvi	0.1	Human Multiple Cortical Areas SMART-seq	subclass	0.9094445093437125	0.0822667733852291	594
scvi	0.1	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	class	0.9393015339041418	0.06806357022706425	594
scvi	0.1	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	family	0.9716808828422401	0.05632800444902502	594
scvi	0.1	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.913465261209909	0.08598615328297361	594
scvi	0.1	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	class	0.9377546160970124	0.07097005529383138	594
scvi	0.1	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	family	0.9705225297490994	0.06062949463396171	594
scvi	0.1	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9121446657457912	0.08747686269414362	594
scvi	0.1	whole cortex	class	0.9401573743699354	0.06749438114779951	594
scvi	0.1	whole cortex	family	0.9721153689647416	0.05547174649954398	594
scvi	0.1	whole cortex	subclass	0.9137266065587786	0.08528624277897434	594
scvi	0.15	Dissection Angular gyrus AnG	class	0.9352537642093915	0.07503916937454135	594
scvi	0.15	Dissection Angular gyrus AnG	family	0.9684594208430399	0.06674619114348596	594
scvi	0.15	Dissection Angular gyrus AnG	subclass	0.9105190269481533	0.09040311954342646	594
scvi	0.15	Dissection Anterior cingulate cortex ACC	class	0.9388551043252676	0.06719511121307928	594
scvi	0.15	Dissection Anterior cingulate cortex ACC	family	0.9710245390187344	0.056813515403085546	594
scvi	0.15	Dissection Anterior cingulate cortex ACC	subclass	0.9128425731166743	0.08389678176691932	594
scvi	0.15	Dissection Dorsolateral prefrontal cortex DFC	class	0.9063929454706874	0.09649640981887114	594
scvi	0.15	Dissection Dorsolateral prefrontal cortex DFC	family	0.9360149999037961	0.09797036252470842	594
scvi	0.15	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.8809518358899204	0.10843212837358865	594
scvi	0.15	Dissection Primary auditory cortexA1	class	0.9346519138874434	0.07449042284754974	594
scvi	0.15	Dissection Primary auditory cortexA1	family	0.9694657973811636	0.06440799377668491	594
scvi	0.15	Dissection Primary auditory cortexA1	subclass	0.9091033602889765	0.09036428615935373	594
scvi	0.15	Dissection Primary somatosensory cortex S1	class	0.9362313899071537	0.07250346908858163	594
scvi	0.15	Dissection Primary somatosensory cortex S1	family	0.9705633290667638	0.06091347156347374	594
scvi	0.15	Dissection Primary somatosensory cortex S1	subclass	0.9106095760896757	0.08798049643966739	594
scvi	0.15	Dissection Primary visual cortexV1	class	0.9387172394336382	0.06669376551397517	594
scvi	0.15	Dissection Primary visual cortexV1	family	0.9716795379261159	0.05537338605139374	594
scvi	0.15	Dissection Primary visual cortexV1	subclass	0.9109724580570912	0.08415248326731246	594
scvi	0.15	Human Multiple Cortical Areas SMART-seq	class	0.9404706741939631	0.061210518672829714	594
scvi	0.15	Human Multiple Cortical Areas SMART-seq	family	0.9684788873791331	0.048205810398454944	594
scvi	0.15	Human Multiple Cortical Areas SMART-seq	subclass	0.9092961489898788	0.0823500850974291	594
scvi	0.15	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	class	0.9392042775135129	0.0682057821662313	594
scvi	0.15	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	family	0.9716250662150075	0.056497499159284	594
scvi	0.15	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9133772579337304	0.08611089138348642	594
scvi	0.15	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	class	0.9376716043598129	0.0711351702436834	594
scvi	0.15	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	family	0.970486296134832	0.06078367448784474	594
scvi	0.15	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9120789964904382	0.08761658635152175	594
scvi	0.15	whole cortex	class	0.9400590806928856	0.06761358195114271	594
scvi	0.15	whole cortex	family	0.9720597703401395	0.05560110935553699	594
scvi	0.15	whole cortex	subclass	0.9136531302427738	0.08537143924267877	594
scvi	0.2	Dissection Angular gyrus AnG	class	0.9342776490887807	0.07614320022934272	594
scvi	0.2	Dissection Angular gyrus AnG	family	0.9675549691794376	0.06837072127448633	594
scvi	0.2	Dissection Angular gyrus AnG	subclass	0.9096931663692682	0.09119404843935272	594
scvi	0.2	Dissection Anterior cingulate cortex ACC	class	0.9370827544314373	0.06836569326191397	594
scvi	0.2	Dissection Anterior cingulate cortex ACC	family	0.9695948955945266	0.058638577191154014	594
