"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	0.841449605104765	0.0239592705031716	35.1200010448306	3.33798436769265e-270	3.33798436769265e-269	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	103317.029790485	-206612.059580971	-206520.36589851
"fixed"	"cond"	"methodscvi"	-0.179333642252333	0.0300134015751152	-5.97511887493027	2.2992246356815e-09	2.87403079460188e-09	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	103317.029790485	-206612.059580971	-206520.36589851
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	0.616240478422958	0.028790937300126	21.4039741742017	1.22691170124226e-101	4.08970567080753e-101	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	103317.029790485	-206612.059580971	-206520.36589851
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	0.373318656004637	0.0292619816321149	12.7578050146447	2.82036729625409e-37	4.70061216042349e-37	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	103317.029790485	-206612.059580971	-206520.36589851
"fixed"	"cond"	"referencewhole cortex"	0.437957354037358	0.0290473048748788	15.0773834585982	2.28132175708741e-51	4.56264351417481e-51	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	103317.029790485	-206612.059580971	-206520.36589851
"fixed"	"cond"	"subsample_ref100"	-0.102375811152778	0.0178086615758441	-5.74865273938621	8.99573602209308e-09	9.99526224677009e-09	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	103317.029790485	-206612.059580971	-206520.36589851
"fixed"	"cond"	"subsample_ref50"	-0.272570208241504	0.0179849340037507	-15.1554744757285	6.97101646384908e-52	1.74275411596227e-51	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	103317.029790485	-206612.059580971	-206520.36589851
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-0.272827100209265	0.0413014137052796	-6.60575693984996	3.95491317287303e-11	5.64987596124718e-11	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	103317.029790485	-206612.059580971	-206520.36589851
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-1.2638000751889	0.0426344032526951	-29.6427293164706	4.20838606184529e-193	2.10419303092265e-192	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	103317.029790485	-206612.059580971	-206520.36589851
"fixed"	"cond"	"methodscvi:referencewhole cortex"	-0.20084167742107	0.0416355005053822	-4.82380840828627	1.4084271402253e-06	1.4084271402253e-06	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	103317.029790485	-206612.059580971	-206520.36589851
