key	method_display	reference	subsample_ref	mean_f1	n_celltypes	total_duration_hrs	total_memory_gb	pareto
subclass	Seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	100	0.8521192703942365	8	0.10207477858293075	0.039990234375	TRUE
subclass	Seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	50	0.8496761564386021	8	0.09620581723027374	0.04365234375	TRUE
subclass	Seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	500	0.8384873254170306	8	0.17255293880837358	0.0498046875	FALSE
subclass	scVI kNN	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	100	0.7610160290531898	8	0.052533445299919476	0.01962041440217391	TRUE
subclass	scVI kNN	Single-cell RNA-seq for all cortical  hippocampal regions 10x	50	0.7469179691531769	8	0.057086063305152965	0.01962041440217391	FALSE
subclass	scVI kNN	Single-cell RNA-seq for all cortical  hippocampal regions 10x	500	0.7458838274048579	8	0.05575416415056359	0.01962041440217391	FALSE
subclass	scVI kNN	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	500	0.7394053919622897	8	0.05575416415056359	0.01962041440217391	FALSE
subclass	scVI RF	Single-cell RNA-seq for all cortical  hippocampal regions 10x	50	0.7392574757823762	8	0.057086063305152965	0.01962041440217391	FALSE
subclass	scVI RF	Single-cell RNA-seq for all cortical  hippocampal regions 10x	100	0.737549007717127	8	0.052533445299919476	0.01962041440217391	TRUE
subclass	scVI kNN	Single-cell RNA-seq for all cortical  hippocampal regions 10x	100	0.7367932670496811	8	0.052533445299919476	0.01962041440217391	TRUE
subclass	scVI RF	Single-cell RNA-seq for all cortical  hippocampal regions 10x	500	0.734332384254516	8	0.05575416415056359	0.01962041440217391	FALSE
subclass	scVI kNN	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	50	0.7193173912783801	8	0.057086063305152965	0.01962041440217391	FALSE
subclass	scVI RF	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	100	0.7006906426578428	8	0.052533445299919476	0.01962041440217391	TRUE
subclass	scVI RF	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	500	0.675803464142667	8	0.05575416415056359	0.01962041440217391	FALSE
subclass	Seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	50	0.671497563059674	8	0.09620581723027374	0.04365234375	FALSE
subclass	scVI kNN	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	50	0.654939145087437	8	0.057086063305152965	0.01962041440217391	FALSE
subclass	Seurat	whole cortex	100	0.6346956783920885	12	0.10207477858293075	0.039990234375	FALSE
subclass	scVI kNN	whole cortex	500	0.6325123791133603	12	0.05575416415056359	0.01962041440217391	FALSE
subclass	scVI RF	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	50	0.6315706646045006	8	0.057086063305152965	0.01962041440217391	FALSE
subclass	scVI kNN	whole cortex	100	0.6304092265910444	12	0.052533445299919476	0.01962041440217391	TRUE
subclass	Seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	100	0.6218785254148509	8	0.10207477858293075	0.039990234375	FALSE
subclass	scVI kNN	whole cortex	50	0.6117744051672761	12	0.057086063305152965	0.01962041440217391	FALSE
subclass	Seurat	whole cortex	500	0.6112961565594317	12	0.17255293880837358	0.0498046875	FALSE
subclass	Seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	50	0.5985097045166677	8	0.09620581723027374	0.04365234375	FALSE
subclass	Seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	100	0.5940851410759308	8	0.10207477858293075	0.039990234375	FALSE
subclass	scVI kNN	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	500	0.5908277211068722	8	0.05575416415056359	0.01962041440217391	FALSE
subclass	scVI RF	whole cortex	100	0.5723464028990909	12	0.052533445299919476	0.01962041440217391	TRUE
subclass	scVI kNN	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	100	0.571784294984945	8	0.052533445299919476	0.01962041440217391	TRUE
subclass	Seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	500	0.5649754300890987	8	0.17255293880837358	0.0498046875	FALSE
subclass	scVI RF	whole cortex	50	0.5633674338504087	12	0.057086063305152965	0.01962041440217391	FALSE
subclass	Seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	500	0.5578499882918007	8	0.17255293880837358	0.0498046875	FALSE
subclass	scVI RF	whole cortex	500	0.5555271273586314	12	0.05575416415056359	0.01962041440217391	FALSE
subclass	scVI RF	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	500	0.5474137180541458	8	0.05575416415056359	0.01962041440217391	FALSE
subclass	scVI RF	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	100	0.5322347679698498	8	0.052533445299919476	0.01962041440217391	TRUE
subclass	scVI RF	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	50	0.5234425959166729	8	0.057086063305152965	0.01962041440217391	FALSE
subclass	Seurat	whole cortex	50	0.35366105734338527	12	0.09620581723027374	0.04365234375	FALSE
class	Seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	100	0.8262871642202787	6	0.10207477858293075	0.039990234375	TRUE
class	Seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	50	0.8147074962897775	6	0.09620581723027374	0.04365234375	TRUE
class	Seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	500	0.8129955319508271	6	0.17255293880837358	0.0498046875	FALSE
class	scVI kNN	Single-cell RNA-seq for all cortical  hippocampal regions 10x	100	0.8024619123396738	6	0.052533445299919476	0.01962041440217391	TRUE
class	scVI kNN	Single-cell RNA-seq for all cortical  hippocampal regions 10x	500	0.7984707541522718	6	0.05575416415056359	0.01962041440217391	FALSE
class	scVI kNN	Single-cell RNA-seq for all cortical  hippocampal regions 10x	50	0.7918136237731567	6	0.057086063305152965	0.01962041440217391	FALSE
class	scVI RF	Single-cell RNA-seq for all cortical  hippocampal regions 10x	100	0.7813145701728543	6	0.052533445299919476	0.01962041440217391	TRUE
class	scVI RF	Single-cell RNA-seq for all cortical  hippocampal regions 10x	50	0.7768343271068638	6	0.057086063305152965	0.01962041440217391	FALSE
class	scVI RF	Single-cell RNA-seq for all cortical  hippocampal regions 10x	500	0.7673702614100945	6	0.05575416415056359	0.01962041440217391	FALSE
class	scVI kNN	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	100	0.7333696078320868	6	0.052533445299919476	0.01962041440217391	TRUE
class	scVI kNN	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	50	0.7265261547895016	6	0.057086063305152965	0.01962041440217391	FALSE
class	scVI kNN	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	500	0.7110978542076309	6	0.05575416415056359	0.01962041440217391	FALSE
class	scVI RF	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	100	0.6829075901755739	6	0.052533445299919476	0.01962041440217391	TRUE
class	scVI RF	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	500	0.6493558865538523	6	0.05575416415056359	0.01962041440217391	FALSE
class	Seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	100	0.6439326268367797	6	0.10207477858293075	0.039990234375	FALSE
class	Seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	50	0.642029807125356	6	0.09620581723027374	0.04365234375	FALSE
class	scVI kNN	whole cortex	500	0.6176086817073991	9	0.05575416415056359	0.01962041440217391	FALSE
