"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.121017822463618	0.010812657683425	Inf	0.101373556974068	0.143859367853853
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.50960796226602	0.0260011932284645	Inf	0.458723072929234	0.560294533018598
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.120969885551261	0.0108181026714764	Inf	0.101317166517717	0.143824603668439
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.121235233466269	0.0108303915689582	Inf	0.101558095854654	0.144113328200982
"whole cortex"	"seurat"	0.192875517890408	0.0161123248325188	Inf	0.163243617781572	0.226430662990746
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.13854609627303	0.0121824525080076	Inf	0.116348093603594	0.164192309033802
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.460592387899728	0.0262384716392841	Inf	0.409761913780905	0.512255938158072
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.138882267827699	0.0121954652656648	Inf	0.116657591242944	0.164552275166291
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.138610381305187	0.0121835020911684	Inf	0.116409706821298	0.164257901340102
"whole cortex"	"scvi"	0.375530601068594	0.0247008150725247	Inf	0.328493497039837	0.425039784601558
