"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat"	0.132487977402664	0.00978885730481037	Inf	1	-27.3569312448461	0
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	1.00045082990698	0.0664748831145164	Inf	1	0.00678348715169888	1
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	0.997959800689396	0.0661621701262945	Inf	1	-0.0308048645214635	1
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / whole cortex seurat"	0.57614617162851	0.039486635839998	Inf	1	-8.04534158029909	1.68198788230711e-13
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / Adult mouse cortical cell taxonomy revealed by single cell transcriptomics scvi"	0.856065538942838	0.0629127128896233	Inf	1	-2.11467157566717	0.516928973971149
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.161238808269528	0.0131729921619859	Inf	1	-22.3365850328313	0
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.853660128818945	0.0626312392032917	Inf	1	-2.15655851867343	0.48715009088588
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	0.855604657651893	0.0628526928216986	Inf	1	-2.12288212508592	0.51107033789319
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / whole cortex scvi"	0.228947072081992	0.0184351583044959	Inf	1	-18.3089571994265	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	7.55125747649057	0.55876679006199	Inf	1	27.3217449638781	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	7.53245554995789	0.556222655897426	Inf	1	27.3446127220988	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex seurat"	4.34866757666212	0.327556044410298	Inf	1	19.5141378686346	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / Adult mouse cortical cell taxonomy revealed by single cell transcriptomics scvi"	6.46145828267147	0.521184984715482	Inf	1	23.1321791852758	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	1.21700709325106	0.103298078564244	Inf	1	2.31382496435111	0.379763158720517
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	6.44330259661566	0.518944664461428	Inf	1	23.1318274262612	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	6.45797961766368	0.520763496413826	Inf	1	23.1317596663819	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex scvi"	1.7280592289983	0.145980121893623	Inf	1	6.4751732245542	4.25706969675588e-09
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	0.997510093306815	0.0662521134302801	Inf	1	-0.0375354712596721	1
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex seurat"	0.575886544751107	0.039537205996278	Inf	1	-8.03799552551661	1.70641278884887e-13
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / Adult mouse cortical cell taxonomy revealed by single cell transcriptomics scvi"	0.855679772910409	0.0629735973625706	Inf	1	-2.11779950841505	0.51469602668636
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.161166149749228	0.0131828294797896	Inf	1	-22.3153693900941	0
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.853275446728664	0.0626932013675968	Inf	1	-2.15959082747676	0.485006670829065
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	0.855219099304903	0.0629146001614643	Inf	1	-2.1259644440417	0.508873270114208
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex scvi"	0.228843902406757	0.0184490692287878	Inf	1	-18.2924985114701	0
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex seurat"	0.577324027711843	0.0395505590447133	Inf	1	-8.01894800568207	1.80411241501588e-13
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / Adult mouse cortical cell taxonomy revealed by single cell transcriptomics scvi"	0.857815653848445	0.0630370317096842	Inf	1	-2.08702411826087	0.536708671311913
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.161568440089615	0.0131975943254751	Inf	1	-22.3155234632845	0
