"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.853390456108448	0.0428677962119718	0.748355895158305	0.919311261515085
"scvi"	0	0.807672163630698	0.05322306521937	0.682085187027933	0.891537072434428
"seurat"	0.05	0.843102712974198	0.0453178540995713	0.73301814603835	0.913172791464479
"scvi"	0.05	0.762683453902063	0.0620067027056391	0.621507457195798	0.862823867212856
"seurat"	0.1	0.832234984355998	0.0478280541318164	0.717095929326904	0.90661603225723
"scvi"	0.1	0.710937487604316	0.070395677367861	0.556880730904143	0.82797895907481
"seurat"	0.15	0.820774508666542	0.05038839865512	0.700608849637483	0.899619914741936
"scvi"	0.15	0.653041358605178	0.0776087261009815	0.490264442414399	0.786476662287552
"seurat"	0.2	0.808711085603623	0.0529872454647528	0.683581671299905	0.892163443003645
"scvi"	0.2	0.590232892932502	0.0828390037580459	0.423987277578288	0.738132123823075
"seurat"	0.25	0.796037465251516	0.0556112856530824	0.666044380357075	0.884225896385955
"scvi"	0.25	0.524336148321961	0.0854238955690029	0.360331572962918	0.683254426781974
"seurat"	0.5	0.72351717020702	0.0685322936016279	0.572108844903738	0.836647269495614
"scvi"	0.5	0.224416543930721	0.0596377003084518	0.128787919335631	0.361581866704099
"seurat"	0.75	0.636970948894793	0.0792828959256289	0.47257748159117	0.77456725520819
"scvi"	0.75	0.0705910838016974	0.0225051925109213	0.0373266124165657	0.129511791808895
