"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	-0.742133237607976	0.0287957451587761	-25.7723227343466	1.81216378380435e-146	4.53040945951088e-146	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	120907.309133006	-241792.618266012	-241706.351174654
"fixed"	"cond"	"methodscvi"	0.380516034607237	0.0369569526614143	10.296196174327	7.33027795469004e-25	1.22171299244834e-24	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	120907.309133006	-241792.618266012	-241706.351174654
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-1.6558029848621	0.0343209482290256	-48.2446747628545	0	0	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	120907.309133006	-241792.618266012	-241706.351174654
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-1.65580544504529	0.0343209603158643	-48.2447294541441	0	0	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	120907.309133006	-241792.618266012	-241706.351174654
"fixed"	"cond"	"referencewhole cortex"	-1.30929708572109	0.0346517546801738	-37.784438271757	0	0	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	120907.309133006	-241792.618266012	-241706.351174654
"fixed"	"cond"	"subsample_ref100"	-0.0668156011640863	0.0202695147680603	-3.29635918415625	0.000979467022876096	0.000979467022876096	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	120907.309133006	-241792.618266012	-241706.351174654
"fixed"	"cond"	"subsample_ref50"	-0.0937911188261445	0.0203473456837755	-4.60950142017449	4.03635776353392e-06	4.48484195948213e-06	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	120907.309133006	-241792.618266012	-241706.351174654
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-0.380481835170073	0.0484896993762871	-7.84665279562734	4.27288080082631e-15	5.34110100103289e-15	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	120907.309133006	-241792.618266012	-241706.351174654
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.380485036522795	0.0484897286323116	-7.84671408264501	4.27079411451103e-15	5.34110100103289e-15	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	120907.309133006	-241792.618266012	-241706.351174654
"fixed"	"cond"	"methodscvi:referencewhole cortex"	0.601288150722782	0.0499678521182682	12.0335000451811	2.36900523972378e-33	4.73801047944756e-33	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	120907.309133006	-241792.618266012	-241706.351174654
