"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat"	0.516985168058228	0.0753907480018598	Inf	1	-4.52411428544973	0.000377198056873418
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / BrainAgingSpatialAtlas snRNAseq seurat"	0.999999840119508	0.14561218089215	Inf	1	-1.09798835528661e-06	1
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	0.737253619008369	0.10740762561321	Inf	1	-2.09232907246379	0.628371167153224
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	0.825991626027722	0.120361567175179	Inf	1	-1.31192501372264	0.977814872498363
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / whole cortex seurat"	0.733480294455915	0.106858696237835	Inf	1	-2.12753440100033	0.602783973246661
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / Adult mouse cortical cell taxonomy revealed by single cell transcriptomics scvi"	1.02263636410002	0.161812833019271	Inf	1	0.141463780008054	0.999999999997198
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	1.02263581426724	0.161812728271806	Inf	1	0.141460397566551	0.999999999997198
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / BrainAgingSpatialAtlas snRNAseq scvi"	1.02263566915304	0.161812700626437	Inf	1	0.141459504857758	0.999999999997198
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.02263618344939	0.161812798603897	Inf	1	0.141462668688284	0.999999999997198
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.02263697174904	0.161812948781147	Inf	1	0.141467518118583	0.999999999997197
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / whole cortex scvi"	1.02263657407595	0.161812873021304	Inf	1	0.141465071729856	0.999999999997197
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / BrainAgingSpatialAtlas snRNAseq seurat"	1.93429115940688	0.28207318273068	Inf	1	4.52411336226826	0.00037719966973393
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	1.42606338548833	0.207901819496151	Inf	1	2.4344916225515	0.382440667422133
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.59770855541196	0.233047268738017	Inf	1	3.21239129134563	0.0592168143086649
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex seurat"	1.41876467599802	0.206829203766575	Inf	1	2.39939422136734	0.406266956650594
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / Adult mouse cortical cell taxonomy revealed by single cell transcriptomics scvi"	1.97807679462254	0.316058696678278	Inf	1	4.26913026004216	0.00118521778753544
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	1.9780757310857	0.316058492859929	Inf	1	4.26912735274931	0.0011852327656372
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / BrainAgingSpatialAtlas snRNAseq scvi"	1.97807545039254	0.316058439067375	Inf	1	4.26912658544319	0.00118523671875648
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.97807644519157	0.316058629712534	Inf	1	4.26912930483623	0.00118522270864718
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.97807796999287	0.316058921928454	Inf	1	4.26913347304395	0.00118520123465415
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex scvi"	1.97807720077721	0.316058774514437	Inf	1	4.26913137031123	0.00118521206757927
