label	key	metric	mean	std
Astrocyte	class	f1_score	0.993225982022192	0.044770681518726575
Astrocyte	class	precision	0.9947842607362579	0.045218597977765146
Astrocyte	class	recall	0.99291826614281	0.04951749849941295
Astrocyte	family	f1_score	0.9932737124407878	0.04476486482896524
Astrocyte	family	precision	0.9948774486963736	0.045180091560089224
Astrocyte	family	recall	0.99291826614281	0.04951749849941295
Astrocyte	subclass	f1_score	0.993225982022192	0.044770681518726575
Astrocyte	subclass	precision	0.9947842607362579	0.045218597977765146
Astrocyte	subclass	recall	0.99291826614281	0.04951749849941295
Chandelier	class	f1_score	0.9666666666666666	0.14161285443774313
Chandelier	class	precision	0.9715447154471545	0.12751534261266764
Chandelier	class	recall	0.9771505376344086	0.13663704718914477
Chandelier	subclass	f1_score	0.9666666666666666	0.14161285443774313
Chandelier	subclass	precision	0.9715447154471545	0.12751534261266764
Chandelier	subclass	recall	0.9771505376344086	0.13663704718914477
Endothelial	subclass	f1_score	0.8260979448621554	0.3093502485383012
Endothelial	subclass	precision	0.9762542517006804	0.08456621921882952
Endothelial	subclass	recall	0.8074138528138528	0.3281883091978011
GABAergic	class	f1_score	0.9785810036158391	0.13181204782319528
GABAergic	class	precision	1.0	0.0
GABAergic	class	recall	0.9749450740830051	0.13389283973379343
GABAergic	family	f1_score	0.9933268838593131	0.051841309265478114
GABAergic	family	precision	0.9933679254094098	0.05469579602747531
GABAergic	family	recall	0.9937373352747322	0.05155127930823525
GABAergic	global	f1_score	0.9933268838593131	0.051841309265478114
GABAergic	global	precision	0.9933679254094098	0.05469579602747531
GABAergic	global	recall	0.9937373352747322	0.05155127930823525
GABAergic	subclass	f1_score	0.9785810036158391	0.13181204782319528
GABAergic	subclass	precision	1.0	0.0
GABAergic	subclass	recall	0.9749450740830051	0.13389283973379343
Glutamatergic	class	f1_score	0.9987508897212402	0.0046379176212316305
Glutamatergic	class	precision	0.9975463156509352	0.009104418738470017
Glutamatergic	class	recall	1.0	0.0
Glutamatergic	family	f1_score	0.9963291660124928	0.03909519985401769
Glutamatergic	family	precision	0.9956392717785251	0.04159978780107789
Glutamatergic	family	recall	0.9971995784926923	0.0354875845171524
Glutamatergic	global	f1_score	0.9963291660124928	0.03909519985401769
Glutamatergic	global	precision	0.9956392717785251	0.04159978780107789
Glutamatergic	global	recall	0.9971995784926923	0.0354875845171524
Glutamatergic	subclass	f1_score	0.9987508897212402	0.0046379176212316305
Glutamatergic	subclass	precision	0.9975463156509352	0.009104418738470017
Glutamatergic	subclass	recall	1.0	0.0
L2/3-6 IT	class	f1_score	0.9910388883672403	0.031413952372992784
L2/3-6 IT	class	precision	0.9953923495145194	0.01485355623054774
L2/3-6 IT	class	recall	0.9879990712377196	0.04142359721241071
