"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat"	1.70991668732034	0.267050881647988	Inf	1	3.43483477968293	0.0210102943089453
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	1.11557912059615	0.17461749509029	Inf	1	0.698755712918573	0.999528044233041
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	6.24968231018107	0.972850315470333	Inf	1	11.7723498590551	0
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / whole cortex seurat"	4.9803369019851	0.774838072202699	Inf	1	10.3194705192136	1.00586206031039e-13
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / Adult mouse cortical cell taxonomy revealed by single cell transcriptomics scvi"	4.39794843306823	0.763512393653997	Inf	1	8.53158289866097	9.22595333463505e-14
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	9.15929512276531	1.54186408059781	Inf	1	13.1566233413622	0
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	6.81001871137746	1.1633466469357	Inf	1	11.2299330383368	1.99840144432528e-14
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	7.13125725199062	1.21527144463394	Inf	1	11.5276847492452	0
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / whole cortex scvi"	10.2406731254479	1.71234231304536	Inf	1	13.9128534310653	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	0.652417236973344	0.10146677989856	Inf	1	-2.74600686132784	0.155496413281402
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	3.65496304967649	0.552259776279292	Inf	1	8.57775015095431	8.8928864272475e-14
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex seurat"	2.91261962580758	0.440066350012369	Inf	1	7.07562491906348	6.69985178447519e-11
