"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	0.869366823540773	0.02504130993208	34.7173061592533	4.31860943286489e-264	4.31860943286489e-263	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	58114.731451751	-116207.462903502	-116116.661119398
"fixed"	"cond"	"methodscvi"	-0.70682756426541	0.0318817414284738	-22.170293484475	6.64755871446721e-109	3.3237793572336e-108	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	58114.731451751	-116207.462903502	-116116.661119398
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	0.0353718590158991	0.0309327445441477	1.14350858732938	0.252827491386935	0.252827491386935	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	58114.731451751	-116207.462903502	-116116.661119398
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.0820288076926641	0.0311426086855073	-2.63397355440033	0.00843920607393971	0.00937689563771079	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	58114.731451751	-116207.462903502	-116116.661119398
"fixed"	"cond"	"referencewhole cortex"	-0.619149252428588	0.031664035087361	-19.5537066176296	3.83610260527539e-85	1.27870086842513e-84	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	58114.731451751	-116207.462903502	-116116.661119398
"fixed"	"cond"	"subsample_ref100"	-0.109973867739161	0.0195270026502659	-5.63188676259351	1.7824870971764e-08	2.97081182862734e-08	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	58114.731451751	-116207.462903502	-116116.661119398
"fixed"	"cond"	"subsample_ref50"	-0.271893169223473	0.0195208314551951	-13.9283600623022	4.26025411216458e-44	1.06506352804114e-43	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	58114.731451751	-116207.462903502	-116116.661119398
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-0.193710919659227	0.0448137769069	-4.32257517730895	1.54218508784163e-05	1.92773135980204e-05	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	58114.731451751	-116207.462903502	-116116.661119398
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.235814915068363	0.0448910092188677	-5.2530544349903	1.49597298656917e-07	2.13710426652738e-07	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	58114.731451751	-116207.462903502	-116116.661119398
"fixed"	"cond"	"methodscvi:referencewhole cortex"	0.594459854099952	0.0453144906768121	13.1185376955841	2.57862599016878e-39	5.15725198033757e-39	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	58114.731451751	-116207.462903502	-116116.661119398
