"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0535315919887011	0.00331103409375702	Inf	0.0474010421566241	0.0604047509103126
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.0535315732299403	0.00331103330823579	Inf	0.047401024898609	0.0604047305754374
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.288349428064853	0.013766189106413	Inf	0.262135453504385	0.316061957263979
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.0535314722638171	0.00331102907888781	Inf	0.0474009320124647	0.0604046211230449
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.0535315664824955	0.00331103302559338	Inf	0.0474010186911397	0.060404723260865
"whole cortex"	"seurat"	0.0535314864428849	0.00331102967283208	Inf	0.0474009450568287	0.0604046364938735
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0527571526811311	0.00329934925646959	Inf	0.0466523661721988	0.0596108422918035
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.0527572481857319	0.00329935334498356	Inf	0.046652453876192	0.0596109460114821
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.0835580822557939	0.00523502484756838	Inf	0.0738536368970156	0.0944077156643876
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.0527572709848812	0.0032993543209852	Inf	0.0466524748131928	0.0596109707717139
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.0527571127876334	0.00329934754876662	Inf	0.0466523295369027	0.0596107989670302
"whole cortex"	"scvi"	0.0596205180635924	0.00373929980034019	Inf	0.0526998714552231	0.0673853480706488
