"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	2.63284887282266	0.065874611310724	Inf	1	38.6912756524972	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	4.67269514722909	0.118928487168345	Inf	1	60.5747421132486	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex seurat"	2.19732675380511	0.0546008192075351	Inf	1	31.6813347469746	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.644811129554214	0.0185056695252578	Inf	1	-15.2894615559128	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.70873166928506	0.0487332810998101	Inf	1	18.7850136840866	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	4.9391932134938	0.141595733079028	Inf	1	55.7141738042905	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex scvi"	1.19022287135353	0.0337111482297031	Inf	1	6.14829537980387	2.18926111683615e-08
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.77476770332796	0.0459466816904	Inf	1	22.1589490217589	0
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex seurat"	0.834581421093636	0.0212865068477771	Inf	1	-7.08961611768528	3.77030628939679e-11
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.244910042581714	0.00725610336426198	Inf	1	-47.4848800418649	0
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.649004842975717	0.0189667767270286	Inf	1	-14.7929507311859	0
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.87598812240162	0.0546421177403083	Inf	1	21.5996526168676	0
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex scvi"	0.452066536609639	0.0131636580511631	Inf	1	-27.2650150016024	0
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex seurat"	0.4702482581403	0.0120957644863771	Inf	1	-29.3325594937054	0
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.137995548444154	0.00416383023086895	Inf	1	-65.6378478383359	0
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.365684388868883	0.0108029690256197	Inf	1	-34.0529421632333	0
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.05703305220387	0.0308412376143078	Inf	1	1.90100575319955	0.550158972315511
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex scvi"	0.254718708122728	0.00752335545089103	Inf	1	-46.3027631815007	0
"whole cortex seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	0.293452545661493	0.00864542296846348	Inf	1	-41.6155884862976	0
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	0.777641134312888	0.0226190551976842	Inf	1	-8.64620855422386	6.78346268045971e-14
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	2.24781917616057	0.0652618735651192	Inf	1	27.8975246107805	0
"whole cortex seurat / whole cortex scvi"	0.541668584015746	0.0157001556481216	Inf	1	-21.1524982154786	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	2.6499723577451	0.0688871616926996	Inf	1	37.4892563635994	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	7.65990688918238	0.200416516021634	Inf	1	77.8157879406928	0
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi / whole cortex scvi"	1.84584728271732	0.0475435458203509	Inf	1	23.7969353735714	0
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	2.89056105313502	0.0732399174086886	Inf	1	41.8922894587364	0
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi) / whole cortex scvi"	0.696553410197824	0.0177659054385837	Inf	1	-14.1777879128492	0
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi) / whole cortex scvi"	0.240975159283476	0.00612206615419061	Inf	1	-56.0141698501735	0
