"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.067974864723582	0.00848551734229449	Inf	0.0531141811895538	0.0866130584088056
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.626620281812435	0.0311435547035416	Inf	0.563862441605519	0.685386289800226
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.0679899614277166	0.00848732862855822	Inf	0.0531260656968298	0.0866320668651426
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.0680173557789491	0.00849161994020729	Inf	0.0531460681917865	0.0866690179850454
"whole cortex"	"seurat"	0.208113839294649	0.0220913032523383	Inf	0.168113031029309	0.254718155291127
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0747425766568427	0.009194713704387	Inf	0.0586012461556634	0.0948818247445097
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.0874557892252982	0.0106303297566684	Inf	0.0687423607983793	0.11065815628903
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.0746905514293111	0.00918921810529874	Inf	0.0585591388136664	0.0948181619055644
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.074713805805815	0.00919116568776351	Inf	0.0585787556624211	0.09484537957932
"whole cortex"	"scvi"	0.427396953950553	0.0325150390546283	Inf	0.365195724476668	0.491981759891126
