"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	-0.26812071680201	0.110062654931139	-2.43607349804309	0.0148476673249829	0.0241274594030971	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	20703.0474138603	-41378.0948277205	-41296.5806015077
"fixed"	"cond"	"keysubclass"	-0.539507259113366	0.0732411971557237	-7.36617204612697	1.75597177344559e-13	5.70690826369817e-13	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	20703.0474138603	-41378.0948277205	-41296.5806015077
"fixed"	"cond"	"cutoff"	-0.688147669931331	0.157256031398392	-4.37596996319957	1.20893662597853e-05	3.14323522754418e-05	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	20703.0474138603	-41378.0948277205	-41296.5806015077
"fixed"	"cond"	"methodscvi"	0.199853915078231	0.118991204142479	1.67956880946367	0.0930412405065068	0.120953612658459	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	20703.0474138603	-41378.0948277205	-41296.5806015077
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	1.82608879782411	0.109089366526341	16.7393840112104	6.76849802641751e-63	8.79904743434276e-62	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	20703.0474138603	-41378.0948277205	-41296.5806015077
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.198331592887012	0.103732152060983	-1.91195872202107	0.0558814887475121	0.0807177059686286	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	20703.0474138603	-41378.0948277205	-41296.5806015077
"fixed"	"cond"	"referencewhole cortex"	0.825188723471741	0.108038631838339	7.63790423324216	2.20785977930223e-14	1.34365938776132e-13	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	20703.0474138603	-41378.0948277205	-41296.5806015077
"fixed"	"cond"	"subsample_ref100"	0.241211422885464	0.064411357086194	3.74485857459392	0.000180495420977422	0.000335205781815213	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	20703.0474138603	-41378.0948277205	-41296.5806015077
"fixed"	"cond"	"subsample_ref50"	-0.0856876907254703	0.0644415066741589	-1.32969719591971	0.183618059107433	0.198919564033053	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	20703.0474138603	-41378.0948277205	-41296.5806015077
"fixed"	"cond"	"cutoff:methodscvi"	-0.923525914942879	0.221028525039676	-4.17831098848939	2.93681912001306e-05	6.36310809336163e-05	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	20703.0474138603	-41378.0948277205	-41296.5806015077
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-1.13873996066231	0.149951738376674	-7.59404307672528	3.10075243329534e-14	1.34365938776132e-13	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	20703.0474138603	-41378.0948277205	-41296.5806015077
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	0.17702447033944	0.147181826798849	1.20276038278405	0.229069059726895	0.229069059726895	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	20703.0474138603	-41378.0948277205	-41296.5806015077
"fixed"	"cond"	"methodscvi:referencewhole cortex"	-0.222081002864474	0.150629949280171	-1.47434825495032	0.140387848934396	0.165912912377013	"f1_score ~ key + cutoff + method + reference + method:cutoff + method:reference + subsample_ref"	"all"	20703.0474138603	-41378.0948277205	-41296.5806015077
