"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0126988044184996	0.00206844605550103	Inf	0.00922269529935027	0.0174619962162672
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.0126988756319487	0.0020684546676361	Inf	0.0092227512556537	0.0174620860561045
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.0126988668693419	0.00206845360793844	Inf	0.00922274437039345	0.0174620750015759
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.0126988812360889	0.00206845534536748	Inf	0.0092227556591338	0.017462093126047
"whole cortex"	"seurat"	0.0126988354842595	0.00206844981241108	Inf	0.00922271970941732	0.017462035407499
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0134142440727857	0.00217926480460721	Inf	0.0097501339165378	0.0184297033874414
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.013414241158656	0.00217926445401844	Inf	0.00975013162409774	0.0184296997159475
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.0134142554732536	0.00217926617614988	Inf	0.00975014288488327	0.0184297177507992
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.013414239713646	0.00217926428017506	Inf	0.00975013048735979	0.0184296978953903
"whole cortex"	"scvi"	0.934488210749116	0.00876057944971551	Inf	0.915079708685175	0.949704710707857
