"effect"	"component"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	"(Intercept)"	1.64180623759413	0.0208087319168854	78.8998697350644	0	0	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	44491.8491111127	-88961.6982222254	-88869.4043909381
"fixed"	"cond"	"methodscvi"	-0.511893112644732	0.0257639528027635	-19.8685782637292	7.61285968530175e-88	1.26880994755029e-87	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	44491.8491111127	-88961.6982222254	-88869.4043909381
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-0.859351513226648	0.0262663974063882	-32.7167635489154	9.02119925186656e-235	3.00706641728885e-234	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	44491.8491111127	-88961.6982222254	-88869.4043909381
"fixed"	"cond"	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-1.32026825350453	0.0267983458054533	-49.2667817293357	0	0	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	44491.8491111127	-88961.6982222254	-88869.4043909381
"fixed"	"cond"	"referencewhole cortex"	-0.700769759439377	0.0260278577570016	-26.9238354528377	1.15533913998024e-159	2.8883478499506e-159	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	44491.8491111127	-88961.6982222254	-88869.4043909381
"fixed"	"cond"	"subsample_ref100"	0.195049271794965	0.0166323806498395	11.7270808010786	9.25973136893903e-32	1.32281876699129e-31	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	44491.8491111127	-88961.6982222254	-88869.4043909381
"fixed"	"cond"	"subsample_ref50"	0.158727232514956	0.0166816880456446	9.51505819319036	1.81611218630774e-21	2.27014023288467e-21	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	44491.8491111127	-88961.6982222254	-88869.4043909381
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-0.0523359932775848	0.0378927966983159	-1.38115942442197	0.167229947538136	0.167229947538136	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	44491.8491111127	-88961.6982222254	-88869.4043909381
"fixed"	"cond"	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-0.817235223933618	0.038057163743637	-21.473886741501	2.73187353277437e-102	5.46374706554875e-102	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	44491.8491111127	-88961.6982222254	-88869.4043909381
"fixed"	"cond"	"methodscvi:referencewhole cortex"	0.167890180515103	0.0374999323941763	4.47707955178009	7.56710581946956e-06	8.40789535496618e-06	"f1_score ~ method + reference + subsample_ref + method:reference"	"all"	44491.8491111127	-88961.6982222254	-88869.4043909381
