"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.494716028792546	0.0553763320435362	Inf	0.388094823867307	0.601820012467236
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.694222171352826	0.0469728793266409	Inf	0.595375271913756	0.777928398853263
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.0498163263016873	0.0104738217596438	Inf	0.0328628604441662	0.0748390488673414
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.0497914604494855	0.0104695883040862	Inf	0.0328452161025544	0.0748047421648636
"whole cortex"	"seurat"	0.563660049787337	0.0543961911073955	Inf	0.455752155716675	0.665859017221626
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.564201636314902	0.0542927040504085	Inf	0.456472857638722	0.666192561888418
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.411418373204621	0.0533887683800801	Inf	0.312119670438075	0.518496116776405
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.0723879556479844	0.0148002381719668	Inf	0.0482193585903136	0.107304657423541
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.0725411265620528	0.0148285087128733	Inf	0.0483248538175093	0.107521477270099
"whole cortex"	"scvi"	0.297906544989581	0.04611568074121	Inf	0.215950323525622	0.395285202812072
