"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.761952204590074	0.030028548094182	Inf	0.698239901087337	0.815762007669306
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.44572251020883	0.0404448850241396	Inf	0.368459320364292	0.525700909156282
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.613940667392445	0.0392682729140061	Inf	0.534740663574048	0.687536556024406
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.252611205301748	0.0304181540411183	Inf	0.197734897887745	0.316704978806264
"whole cortex"	"seurat"	0.231777172450325	0.0287752658175529	Inf	0.180191849264361	0.292854917069031
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.233414222499735	0.0297162251727632	Inf	0.180253057985354	0.2965815038708
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.156228523648941	0.0214723888328204	Inf	0.118593111469509	0.203055974944194
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.111672485030891	0.0158515998381126	Inf	0.08417280308323	0.146717154011382
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.148268422919615	0.0205425910307759	Inf	0.11233870566473	0.193188685221937
"whole cortex"	"scvi"	0.130226963246326	0.0182786130583004	Inf	0.0983900086241137	0.170418494648626
