"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Angular gyrus AnG"	"seurat"	0.479738083185931	NA	Inf	NA	NA
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.479540730576398	NA	Inf	NA	NA
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.479541271966376	NA	Inf	NA	NA
"Dissection Primary auditory cortexA1"	"seurat"	0.479541366025139	NA	Inf	NA	NA
"Dissection Primary somatosensory cortex S1"	"seurat"	0.479540730563695	NA	Inf	NA	NA
"Dissection Primary visual cortexV1"	"seurat"	0.479541101234488	NA	Inf	NA	NA
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.479541039708808	NA	Inf	NA	NA
"Single-nucleus transcriptome data from the dlPFC"	"seurat"	0.479540467324807	NA	Inf	NA	NA
"whole cortex"	"seurat"	0.479541283967846	NA	Inf	NA	NA
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.479541195330507	NA	Inf	NA	NA
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.479541289440917	NA	Inf	NA	NA
"Dissection Angular gyrus AnG"	"scvi"	0.479513089104247	NA	Inf	NA	NA
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.479529774202882	NA	Inf	NA	NA
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.479530651095689	NA	Inf	NA	NA
"Dissection Primary auditory cortexA1"	"scvi"	0.479530854043851	NA	Inf	NA	NA
"Dissection Primary somatosensory cortex S1"	"scvi"	0.479529791972769	NA	Inf	NA	NA
"Dissection Primary visual cortexV1"	"scvi"	0.479530370095736	NA	Inf	NA	NA
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.479530268732204	NA	Inf	NA	NA
"Single-nucleus transcriptome data from the dlPFC"	"scvi"	0.479529316673843	NA	Inf	NA	NA
"whole cortex"	"scvi"	0.479530671029198	NA	Inf	NA	NA
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.479530567952508	NA	Inf	NA	NA
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.479530680233325	NA	Inf	NA	NA
