"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.168194084819001	0.0314187710560027	Inf	0.115205852419087	0.238971474290383
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.738494856085225	0.0435599140576012	Inf	0.644757480794887	0.814609859505381
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.756502655161449	0.0415038705813725	Inf	0.6664110254152	0.828524071711774
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.783889163691198	0.0381573178018582	Inf	0.699940135682305	0.849404700958587
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.506965628412104	0.0562880661584086	Inf	0.398070386899449	0.615203931802912
"whole cortex"	"seurat"	0.750048764017704	0.0422203453652375	Inf	0.65869402074673	0.823503247626808
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.248752933836797	0.0419208449020269	Inf	0.175817610528333	0.339481849009664
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.756536091466094	0.0415227922757987	Inf	0.666397475560608	0.828584301561267
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.758662810707374	0.0413079834264348	Inf	0.668890718193652	0.830271473622851
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.83340736299823	0.0312925412237248	Inf	0.762823448031201	0.886121323792799
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.767369074902883	0.040250326526274	Inf	0.679525609903041	0.83691306955981
"whole cortex"	"scvi"	0.780737988919149	0.0385651426526688	Inf	0.696022405085527	0.847032883778412
