label	method	cutoff	reference	key	subsample_ref	f1_score_mean	f1_score_std	precision_mean	precision_std	recall_mean	recall_std	count
Astrocyte	scvi_knn	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	50	0.9043816677210289	0.18938679960180574	0.9211287603515776	0.1563518233606532	0.9102401706104782	0.1963962814697442	64
Astrocyte	scvi_knn	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	100	0.8548409770700094	0.2031616725225602	0.8259395712237375	0.2022324523901066	0.9221284680178353	0.19176595706964633	64
Astrocyte	scvi_knn	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	500	0.8733792901579549	0.1988744657516	0.8579896921486189	0.19094549793396842	0.9198963251606924	0.19167655299137473	64
Astrocyte	scvi_knn	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	50	0.9043816677210289	0.18938679960180574	0.9211287603515776	0.1563518233606532	0.9102401706104782	0.1963962814697442	64
Astrocyte	scvi_knn	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	100	0.8548409770700094	0.2031616725225602	0.8259395712237375	0.2022324523901066	0.9221284680178353	0.19176595706964633	64
Astrocyte	scvi_knn	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	500	0.8733792901579549	0.1988744657516	0.8579896921486189	0.19094549793396842	0.9198963251606924	0.19167655299137473	64
Astrocyte	scvi_knn	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	50	0.9043816677210289	0.18938679960180574	0.9211287603515776	0.1563518233606532	0.9102401706104782	0.1963962814697442	64
Astrocyte	scvi_knn	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	100	0.8548409770700094	0.2031616725225602	0.8259395712237375	0.2022324523901066	0.9221284680178353	0.19176595706964633	64
Astrocyte	scvi_knn	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	500	0.8733792901579549	0.1988744657516	0.8579896921486189	0.19094549793396842	0.9198963251606924	0.19167655299137473	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	50	0.8869724909572498	0.1839981096057871	0.9411493890485487	0.1412029024111882	0.8609561873052344	0.20036837143529102	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	100	0.897456384429683	0.183378585865665	0.9232280467224444	0.15175513340677083	0.8988196731351723	0.19582986540083414	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	500	0.9127729142582182	0.18231008273043323	0.9399556783549854	0.13904641527320025	0.9098058224025716	0.19609346126450142	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	50	0.8869724909572498	0.1839981096057871	0.9411493890485487	0.1412029024111882	0.8609561873052344	0.20036837143529102	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	100	0.897456384429683	0.183378585865665	0.9232280467224444	0.15175513340677083	0.8988196731351723	0.19582986540083414	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	500	0.9127729142582182	0.18231008273043323	0.9399556783549854	0.13904641527320025	0.9098058224025716	0.19609346126450142	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	50	0.8869724909572498	0.1839981096057871	0.9411493890485487	0.1412029024111882	0.8609561873052344	0.20036837143529102	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	100	0.897456384429683	0.183378585865665	0.9232280467224444	0.15175513340677083	0.8988196731351723	0.19582986540083414	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	500	0.9127729142582182	0.18231008273043323	0.9399556783549854	0.13904641527320025	0.9098058224025716	0.19609346126450142	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	50	0.7364579922200474	0.2513534952759159	0.9968703427719822	0.01715953709246424	0.6375969292414242	0.278914996171025	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	100	0.8124964232140643	0.20832985758317157	0.9972930295510941	0.015001259976881629	0.7257336210884489	0.2375781914625329	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	500	0.8391941541205441	0.1946116204886022	0.9974152191894128	0.0142847944572012	0.7602522988975678	0.2222406128681535	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	50	0.7364579922200474	0.2513534952759159	0.9968703427719822	0.01715953709246424	0.6375969292414242	0.278914996171025	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	100	0.8124964232140643	0.20832985758317157	0.9972930295510941	0.015001259976881629	0.7257336210884489	0.2375781914625329	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	500	0.8391941541205441	0.1946116204886022	0.9974152191894128	0.0142847944572012	0.7602522988975678	0.2222406128681535	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	50	0.7364579922200474	0.2513534952759159	0.9968703427719822	0.01715953709246424	0.6375969292414242	0.278914996171025	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	100	0.8124964232140643	0.20832985758317157	0.9972930295510941	0.015001259976881629	0.7257336210884489	0.2375781914625329	64
Astrocyte	scvi_knn	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	500	0.8391941541205441	0.1946116204886022	0.9974152191894128	0.0142847944572012	0.7602522988975678	0.2222406128681535	64
Astrocyte	scvi_knn	0.0	whole cortex	class	50	0.8965433616725242	0.1828755457468823	0.9294816810296687	0.14872183240618314	0.8907393589221666	0.19674137695129482	64
Astrocyte	scvi_knn	0.0	whole cortex	class	100	0.904650868737821	0.18367296826095467	0.9237585899147892	0.1517239665225503	0.9100786398628891	0.1920279933292912	64
Astrocyte	scvi_knn	0.0	whole cortex	class	500	0.909807601569502	0.1827660629773426	0.933431128964079	0.14694934740567803	0.9099818906368828	0.1917813340642387	64
Astrocyte	scvi_knn	0.0	whole cortex	family	50	0.8965433616725242	0.1828755457468823	0.9294816810296687	0.14872183240618314	0.8907393589221666	0.19674137695129482	64
Astrocyte	scvi_knn	0.0	whole cortex	family	100	0.904650868737821	0.18367296826095467	0.9237585899147892	0.1517239665225503	0.9100786398628891	0.1920279933292912	64
Astrocyte	scvi_knn	0.0	whole cortex	family	500	0.909807601569502	0.1827660629773426	0.933431128964079	0.14694934740567803	0.9099818906368828	0.1917813340642387	64
Astrocyte	scvi_knn	0.0	whole cortex	subclass	50	0.8965433616725242	0.1828755457468823	0.9294816810296687	0.14872183240618314	0.8907393589221666	0.19674137695129482	64
