"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.765891018523464	0.0526676864475909	Inf	0.647835519899836	0.853330828315569
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.794341507921529	0.0479415358648479	Inf	0.684841853351604	0.872859253563112
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.77545807340013	0.0511203249587658	Inf	0.660151668822375	0.859942535345256
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.676024374551693	0.0642461097178724	Inf	0.540069857199363	0.787596446787814
"whole cortex"	"seurat"	0.489586336971493	0.0734115152222932	Inf	0.350362508936593	0.630444638772545
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.74524380059185	0.0558437515813158	Inf	0.621731507395566	0.838878172068561
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.745385464121145	0.055726613118004	Inf	0.622141785738093	0.838844069779623
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.739341206910145	0.0565675778245622	Inf	0.614730761171123	0.834498763046524
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.776714284859456	0.0509080884530885	Inf	0.661793333240962	0.86079929892025
"whole cortex"	"scvi"	0.718302136385351	0.059370354966169	Inf	0.589276877190635	0.81922913839931
