"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.915104137504277	0.00809198157297274	Inf	0.897841143571629	0.929678476863084
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.668932060061821	0.0170130396588526	Inf	0.634783001773864	0.701390116142345
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.830513406034327	0.011751347972602	Inf	0.806221644165856	0.85231779955963
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.902440574828082	0.00849786683729616	Inf	0.884470511381719	0.917875016641315
"whole cortex"	"seurat"	0.388751666437009	0.01927373658441	Inf	0.351708937096088	0.427125371931818
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.960195848393517	0.00544526431601132	Inf	0.948040135873893	0.969598993053809
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.935614983898027	0.00605379789627572	Inf	0.922681857269483	0.94651017986188
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.788700444879144	0.0140607488597766	Inf	0.759829302805463	0.814946219267044
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.721454075866834	0.0167162593709867	Inf	0.687541485636542	0.753008222088035
"whole cortex"	"scvi"	0.738418860860977	0.0155411111070094	Inf	0.706836852673931	0.767716658594365
