method	cutoff	reference	key	weighted_f1_mean	weighted_f1_std	weighted_f1_count
scvi	0.0	Dissection Angular gyrus AnG	class	0.937163262841262	0.09098971608103312	642
scvi	0.0	Dissection Angular gyrus AnG	family	0.9755186846540519	0.0752226932370521	642
scvi	0.0	Dissection Angular gyrus AnG	subclass	0.9246584449057957	0.09487056979830788	642
scvi	0.0	Dissection Anterior cingulate cortex ACC	class	0.9101576704104881	0.09986701443176435	642
scvi	0.0	Dissection Anterior cingulate cortex ACC	family	0.9597994358491162	0.06298989359091886	642
scvi	0.0	Dissection Anterior cingulate cortex ACC	subclass	0.8996436786687243	0.10161335472429871	642
scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	class	0.8925193633760546	0.1120960881342909	642
scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	family	0.9486671597239197	0.08708811596720367	642
scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.8824527449314638	0.11357135412216751	642
scvi	0.0	Dissection Primary auditory cortexA1	class	0.9232115571894931	0.09370687360687883	642
scvi	0.0	Dissection Primary auditory cortexA1	family	0.9777206343217476	0.06359532743814313	642
scvi	0.0	Dissection Primary auditory cortexA1	subclass	0.9121828809432513	0.09723942389322919	642
scvi	0.0	Dissection Primary somatosensory cortex S1	class	0.9264237136025709	0.09052117950427445	642
scvi	0.0	Dissection Primary somatosensory cortex S1	family	0.9764196192445733	0.05556654872539908	642
scvi	0.0	Dissection Primary somatosensory cortex S1	subclass	0.9148953724965626	0.09351727013246713	642
scvi	0.0	Dissection Primary visual cortexV1	class	0.8529454275202091	0.1617787899122258	642
scvi	0.0	Dissection Primary visual cortexV1	family	0.9234713737337384	0.10883858424437758	642
scvi	0.0	Dissection Primary visual cortexV1	subclass	0.8457712877383203	0.1589418961793324	642
scvi	0.0	Human Multiple Cortical Areas SMART-seq	class	0.7749449439552692	0.21916209743158796	642
scvi	0.0	Human Multiple Cortical Areas SMART-seq	family	0.894807209796802	0.12608315828178818	642
scvi	0.0	Human Multiple Cortical Areas SMART-seq	subclass	0.7730197059993158	0.21399128260010372	642
scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	class	0.9410580902111122	0.07717055186761428	642
scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	family	0.9853536993759792	0.04444325172791321	642
