study	key	metric	mean	std
GSE124952	class	macro_f1	0.7038691378395893	0.06879128076330115
GSE124952	class	macro_precision	0.9802415949114454	0.022856354548705438
GSE124952	class	macro_recall	0.671636513830258	0.0610822760145521
GSE124952	class	micro_f1	0.868	0.06646158933656983
GSE124952	class	micro_precision	0.868	0.06646158933656983
GSE124952	class	micro_recall	0.868	0.06646158933656983
GSE124952	class	overall_accuracy	0.868	0.06646158933656983
GSE124952	class	weighted_f1	0.8787550375567856	0.06677134066753243
GSE124952	class	weighted_precision	0.981551772014299	0.011480176343465702
GSE124952	class	weighted_recall	0.868	0.06646158933656983
GSE124952	family	macro_f1	0.8128809335634241	0.06508734863379705
GSE124952	family	macro_precision	0.9811251031355295	0.02307635411042663
GSE124952	family	macro_recall	0.7764381011318453	0.0722816055220575
GSE124952	family	micro_f1	0.9239999999999999	0.04188419408662069
GSE124952	family	micro_precision	0.9239999999999999	0.04188419408662069
GSE124952	family	micro_recall	0.9239999999999999	0.04188419408662069
GSE124952	family	overall_accuracy	0.9239999999999999	0.04188419408662069
GSE124952	family	weighted_f1	0.9337545634333089	0.037956829577022615
GSE124952	family	weighted_precision	0.9796930574266983	0.013496406626159934
GSE124952	family	weighted_recall	0.9239999999999999	0.04188419408662069
GSE124952	global	macro_f1	0.9636498570764661	0.0308260182142251
GSE124952	global	macro_precision	0.9919492591536608	0.010375414420081719
GSE124952	global	macro_recall	0.9399592066930675	0.05000090824834199
GSE124952	global	micro_f1	0.9493333333333334	0.03936399128040511
GSE124952	global	micro_precision	0.9493333333333334	0.03936399128040511
GSE124952	global	micro_recall	0.9493333333333334	0.03936399128040511
GSE124952	global	overall_accuracy	0.9493333333333334	0.03936399128040511
GSE124952	global	weighted_f1	0.9682924543153862	0.02480244893918139
GSE124952	global	weighted_precision	0.9905965551055154	0.011032282681069816
GSE124952	global	weighted_recall	0.9493333333333334	0.03936399128040511
GSE124952	subclass	macro_f1	0.6998190979799345	0.06975427436946449
GSE124952	subclass	macro_precision	0.9825874663515598	0.023441558478735386
GSE124952	subclass	macro_recall	0.6630046095793062	0.06024039623379395
GSE124952	subclass	micro_f1	0.8580000000000001	0.06773899488899601
