label	key	metric	mean	std
Astrocyte	class	f1_score	0.8629149265525157	0.1893354656814636
Astrocyte	class	precision	0.9913265306122448	0.029851241251800234
Astrocyte	class	recall	0.7988307935805357	0.21991563068930464
Astrocyte	family	f1_score	0.8629149265525157	0.1893354656814636
Astrocyte	family	precision	0.9913265306122448	0.029851241251800234
Astrocyte	family	recall	0.7988307935805357	0.21991563068930464
Astrocyte	subclass	f1_score	0.8629149265525157	0.1893354656814636
Astrocyte	subclass	precision	0.9913265306122448	0.029851241251800234
Astrocyte	subclass	recall	0.7988307935805357	0.21991563068930464
CA1-ProS	subclass	f1_score	0.6099048800661704	0.08745920513510434
CA1-ProS	subclass	precision	1.0	0.0
CA1-ProS	subclass	recall	0.4429590017825312	0.08924234902822802
CA3	subclass	f1_score	0.6507030603804798	0.14543182310851926
CA3	subclass	precision	0.5663246658312447	0.19920419512630427
CA3	subclass	recall	0.8047348484848484	0.0769610842831052
CNS macrophage	family	f1_score	0.9673252004613265	0.06447167253513886
CNS macrophage	family	precision	0.9901613244975658	0.03525202710505642
CNS macrophage	family	recall	0.9526659882419802	0.10003494367543463
Cajal-Retzius cell	class	f1_score	0.5303030303030303	0.4522670168666454
Cajal-Retzius cell	class	precision	1.0	0.0
Cajal-Retzius cell	class	recall	0.4848484848484848	0.45002805748669994
Cajal-Retzius cell	subclass	f1_score	0.4848484848484848	0.4246210431702959
Cajal-Retzius cell	subclass	precision	0.8571428571428571	0.2439750182371333
Cajal-Retzius cell	subclass	recall	0.4848484848484848	0.45002805748669994
DG	subclass	f1_score	0.8937454631367732	0.018615327532533147
DG	subclass	precision	1.0	0.0
DG	subclass	recall	0.8082852010255007	0.03034942855988765
Endothelial	subclass	f1_score	0.9487217299509509	0.04127328595282209
Endothelial	subclass	precision	1.0	0.0
Endothelial	subclass	recall	0.9052643728373359	0.07289866536472768
Ependymal	subclass	f1_score	0.03333333333333333	0.14907119849998599
Ependymal	subclass	precision	1.0	
Ependymal	subclass	recall	0.025	0.11180339887498948
GABAergic	class	f1_score	0.8368015352380678	0.15193638662329828
GABAergic	class	precision	0.9591666666666666	0.11211032982575621
GABAergic	class	recall	0.7877248677248677	0.23090133049496736
GABAergic	family	f1_score	0.8368015352380678	0.15193638662329828
GABAergic	family	precision	0.9591666666666666	0.11211032982575621
