"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Angular gyrus AnG"	"seurat"	0.978140447698053	0.0109062803683645	Inf	0.942745294630713	0.991843451747288
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.976836958365651	0.0115411741727437	Inf	0.939462056522654	0.991349812528949
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.909533765580807	0.0419683565848857	Inf	0.787223001091915	0.964690115380562
"Dissection Primary auditory cortexA1"	"seurat"	0.977934243926293	0.0110068419898409	Inf	0.942224914513721	0.991765423505329
"Dissection Primary somatosensory cortex S1"	"seurat"	0.978032661885168	0.0109588585204397	Inf	0.94247320187598	0.991802673472341
"Dissection Primary visual cortexV1"	"seurat"	0.97714188209219	0.0113928204379536	Inf	0.940228779321104	0.991465371028246
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.957514150190281	0.0207499365709671	Inf	0.892396406385839	0.983934456435174
"whole cortex"	"seurat"	0.974585781031178	0.0126336168858948	Inf	0.933824758470766	0.990495359659055
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.975691233192859	0.0120975313914433	Inf	0.936589137383933	0.990915041961889
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.977830236692096	0.0110575477986767	Inf	0.941962574744455	0.991726058922794
"Dissection Angular gyrus AnG"	"scvi"	0.978856576663892	0.0105564238387363	Inf	0.944556670328332	0.992114071966454
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.974972512059507	0.0124459909862503	Inf	0.934791798044235	0.990642082345942
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.940467533984884	0.0285562215300085	Inf	0.853234455499916	0.977235217043143
"Dissection Primary auditory cortexA1"	"scvi"	0.978506705628496	0.0107272961574233	Inf	0.943671756669082	0.991981801274541
"Dissection Primary somatosensory cortex S1"	"scvi"	0.979702990744526	0.0101426303723416	Inf	0.946701220994749	0.992433892691888
"Dissection Primary visual cortexV1"	"scvi"	0.971848020614176	0.013954928603958	Inf	0.927026425972789	0.989452666385383
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.944881674907325	0.0265634843543677	Inf	0.863173319170896	0.978984477460596
"whole cortex"	"scvi"	0.981430669357743	0.00929569309773893	Inf	0.951097596859752	0.993085595018476
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.978399520713395	0.0107793196611544	Inf	0.943402345242625	0.99194104575415
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.979993594774736	0.0100003930600536	Inf	0.94743890530531	0.992543619491836
