"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat"	1.49100886160954	0.133701271338794	Inf	1	4.45461681678554	0.000358195756880675
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	1.02001692507382	0.090462938766878	Inf	1	0.22347207036203	0.999999975658547
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.28299019933444	0.113907435518457	Inf	1	2.80677682232037	0.133954386161868
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / whole cortex seurat"	2.72345780461903	0.247022315369894	Inf	1	11.0461222964717	5.77315972805081e-14
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / Adult mouse cortical cell taxonomy revealed by single cell transcriptomics scvi"	0.925635109058951	0.0931664303657478	Inf	1	-0.767750922907718	0.998991276532547
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi"	1.05991281949698	0.106258271899822	Inf	1	0.580404562188142	0.999898571988264
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi)"	1.36140470085102	0.137220902318701	Inf	1	3.06087873360572	0.0676669524044173
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi)"	1.02951039572085	0.104130788358437	Inf	1	0.287538457830293	0.999999771514343
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics seurat / whole cortex scvi"	2.37201233061513	0.244675913450231	Inf	1	8.37352058637518	1.05582209641852e-13
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	0.684111913307281	0.0613750645187271	Inf	1	-4.23155525982927	0.000966876992557708
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	0.860484623779805	0.0772453945306576	Inf	1	-1.67383464108704	0.810470481084689
