method	cutoff	reference	key	weighted_f1_mean	weighted_f1_std	weighted_f1_count
scvi	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.74314436421217	0.21591250698880152	279
scvi	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	0.8605607830445615	0.14689473749690146	279
scvi	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	global	0.8905990591560655	0.08293941643353554	279
scvi	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.6049043658694353	0.22168483524644406	279
scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.6475969356990053	0.20576401795153657	279
scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	0.8369769504791033	0.16127856315813177	279
scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	global	0.8640133842776393	0.10848208154576063	279
scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.5806194709984466	0.22684112840665027	279
scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.5754058952537067	0.22624944274783715	279
scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	0.7561005196094571	0.1749767714520184	279
scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	global	0.7709471880950145	0.13720592433034762	279
scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.5168632429103535	0.25425545247115455	279
scvi	0.0	whole cortex	class	0.7891398665975458	0.1572400961658829	279
scvi	0.0	whole cortex	family	0.883443348222488	0.14456419249323738	279
scvi	0.0	whole cortex	global	0.9188929985207719	0.07208072747800669	279
scvi	0.0	whole cortex	subclass	0.6396963628724595	0.19987923409932978	279
scvi	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.7205556421585374	0.21625986319022364	279
scvi	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	0.8269996223762669	0.14888496948517224	279
scvi	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	global	0.8536140111804561	0.0955707031734106	279
scvi	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.5872459027304204	0.22035233463551576	279
scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.617712067477633	0.19461074490431715	279
scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	0.7698355298467626	0.1684813533035381	279
scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	global	0.7908982190913783	0.1312965395612783	279
scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.5597947454171409	0.21299189763159992	279
scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.5144030390453438	0.21488550572989523	279
scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	0.6508224410562606	0.1811253928167094	279
scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	global	0.6670110758533856	0.15906868137842697	279
scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.4599035232696395	0.24014714122247746	279
scvi	0.05	whole cortex	class	0.7470999390409898	0.1583430702586951	279
scvi	0.05	whole cortex	family	0.8321929468051428	0.14427113381365048	279
scvi	0.05	whole cortex	global	0.8555760995946258	0.0947623745852542	279
scvi	0.05	whole cortex	subclass	0.6089578465384994	0.1917267297425789	279
scvi	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.6987655981358663	0.21515168029788836	279
scvi	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	0.7965696405916913	0.15110785992208944	279
scvi	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	global	0.8174181557327677	0.1140956921883183	279
scvi	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.5703328185156551	0.2184754861520058	279
scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.5846038914490501	0.19188768753395644	279
scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	0.7188342581454025	0.17613301838363699	279
scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	global	0.7351990451537244	0.14903661358906392	279
scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.5348323840699925	0.2047748468870517	279
scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.4546463079801644	0.20766748083069808	279
scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	0.5707974660557309	0.18355333862311596	279
scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	global	0.5837661908676178	0.1708941404979888	279
scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.4060991334811918	0.22809888522598099	279
