label	method	cutoff	reference	key	label_f1_mean	label_f1_std	label_f1_count
Astrocyte	scvi	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.7891104586871994	0.24468212331080696	249
Astrocyte	scvi	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.7885367352219097	0.2452772758672752	249
Astrocyte	scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.8453451079652026	0.21467349763336235	249
Astrocyte	scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.8425147729591056	0.2151601613087291	249
Astrocyte	scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.6634500787838402	0.3118029467148016	249
Astrocyte	scvi	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.6632588376287436	0.31202076412544416	249
Astrocyte	scvi	0.0	whole cortex	class	0.8728344793999522	0.20502334731317112	249
Astrocyte	scvi	0.0	whole cortex	subclass	0.8711096870125092	0.2060077266452234	249
Astrocyte	scvi	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.7690157566582361	0.26639508851639476	249
Astrocyte	scvi	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.7684420331929465	0.2668984698275168	249
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.8884154044715207	0.18870930002037664	249
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.8861376660669219	0.1901443649785881	249
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.5435873966839273	0.3421472145120524	249
Astrocyte	scvi	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.5435873966839273	0.3421472145120524	249
Astrocyte	scvi	0.05	whole cortex	class	0.8533099914508725	0.21892286785930518	249
Astrocyte	scvi	0.05	whole cortex	subclass	0.8519473982208093	0.21997574745860687	249
Astrocyte	scvi	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.7440365035920877	0.280602956659567	249
Astrocyte	scvi	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.7435584007043463	0.28111324161872114	249
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.8851447256687687	0.1911157064078618	249
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.8831347248813051	0.19261078602516998	249
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.44803757420777945	0.3436705841855861	249
Astrocyte	scvi	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.44803757420777945	0.3436705841855861	249
Astrocyte	scvi	0.1	whole cortex	class	0.8359953073679551	0.22799646677301347	249
Astrocyte	scvi	0.1	whole cortex	subclass	0.834632714137892	0.22890417263888518	249
Astrocyte	scvi	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.7070721598860592	0.30335812707244814	249
Astrocyte	scvi	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.7065940569983177	0.30377179024229006	249
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.8686694479506565	0.20912272225253037	249
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.8669905712717798	0.21048240735710053	249
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.3387434494918273	0.3422520112522928	249
Astrocyte	scvi	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.3387434494918273	0.3422520112522928	249
Astrocyte	scvi	0.15	whole cortex	class	0.818803843742909	0.23597002589504615	249
Astrocyte	scvi	0.15	whole cortex	subclass	0.8174460315417234	0.23682317193645133	249
Astrocyte	scvi	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.6651733412018963	0.32566411413981733	249
Astrocyte	scvi	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.6646952383141549	0.3259877867101914	249
Astrocyte	scvi	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.8499942066261605	0.21529646160304686	249
