"effect"	"component"	"group"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	NA	"(Intercept)"	1.48640659172667	0.0940064362979857	15.8117534315948	2.58179895747332e-56	2.15149913122776e-55	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"cutoff"	-0.142411203496575	0.0310143328488746	-4.5917867777621	4.39467235716917e-06	1.83111348215382e-05	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"methodscvi"	0.165169082122851	0.030832350441806	5.35700586416844	8.46123753949177e-08	4.23061876974588e-07	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC"	-0.0106594628085309	0.0294011096506083	-0.36255307827507	0.716938766683038	0.853498531765521	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC"	-0.0739444757949304	0.0295028209373182	-2.5063527298638	0.0121983861723743	0.0381199567886696	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1"	0.00185485742582662	0.0293711954217892	0.0631522619079572	0.949645258331823	0.949645258331823	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"referenceDissection Primary somatosensory cortex S1"	0.00186984090012618	0.029370805066524	0.0636632498118812	0.949238367760277	0.949645258331823	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"referenceDissection Primary visual cortexV1"	-0.0399820448229942	0.0294375214495531	-1.35820010837227	0.174400196223973	0.39636408232721	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"referenceHuman Multiple Cortical Areas SMART-seq"	-0.0136279553278526	0.0293984971322537	-0.46355959172148	0.642963310729507	0.803704138411884	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"referenceSingle-nucleus transcriptome data from the dlPFC"	-0.0289634530735531	0.0294270475476642	-0.98424597393401	0.324994586127323	0.560059338053414	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"referencewhole cortex"	-0.599146959937861	0.0306038099428214	-19.5775284533944	2.40405458137629e-85	3.00506822672036e-84	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"referenceWhole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	-0.00493410285167235	0.0293767264702213	-0.167959587215205	0.866615072081763	0.949645258331823	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"referenceWhole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	-0.022804328475643	0.0294006638382713	-0.775639917557178	0.437961624326466	0.608280033786758	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"subsample_ref50"	0.0112445322193608	0.0103520641625402	1.08621160406347	0.277385384545495	0.53343343181826	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"cutoff:methodscvi"	-2.13960503080454	0.0444151955841015	-48.1728156921685	0	0	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"methodscvi:referenceDissection Anterior cingulate cortex ACC"	-0.00378484026127801	0.0419667003166738	-0.0901867488441607	0.928138814304039	0.949645258331823	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"methodscvi:referenceDissection Dorsolateral prefrontal cortex DFC"	-0.102527634009251	0.0420030518266972	-2.44095677695695	0.0146484078826477	0.0406900218962436	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"methodscvi:referenceDissection Primary auditory cortexA1"	-0.0302890450563313	0.0419981944646369	-0.721198743003942	0.470787245065909	0.619456901402512	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"methodscvi:referenceDissection Primary somatosensory cortex S1"	-0.0404726711082084	0.042070164741494	-0.96202787312335	0.336035602832049	0.560059338053414	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"methodscvi:referenceDissection Primary visual cortexV1"	-0.048372299229716	0.0421902445058031	-1.14652806107968	0.251576723283336	0.52411817350695	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"methodscvi:referenceHuman Multiple Cortical Areas SMART-seq"	-0.094112381241051	0.0419248718311013	-2.24478637931662	0.0247818495906532	0.0619546239766331	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
"fixed"	"cond"	NA	"methodscvi:referenceSingle-nucleus transcriptome data from the dlPFC"	-0.166483770985161	0.0422087382159494	-3.94429632398375	8.00346433153823e-05	0.000285838011840651	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	445974.941398859	-891895.882797719	-891648.084400172
