"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.242724571567947	0.0277165338292684	Inf	0.192578525531106	0.301059531314345
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.452945689271357	0.0379081902881378	Inf	0.380217249890663	0.52774010956726
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.715648343242397	0.0309836364207102	Inf	0.651254752476334	0.7723089901011
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.726013503311237	0.0302480670344569	Inf	0.662946280739119	0.781175182779814
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.546321860532949	0.0386770933477615	Inf	0.470029072579576	0.620499333350372
"whole cortex"	"seurat"	0.649639889949279	0.0348156779452448	Inf	0.578752391865738	0.714483366824381
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.281890322405846	0.0304533730203526	Inf	0.226188077717556	0.345190821220976
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.540773745600423	0.0385251866878112	Inf	0.464908807746524	0.614794670736447
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.667667141306718	0.0342775380931806	Inf	0.597455613853745	0.731143267064445
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.730579546964471	0.0301592563246037	Inf	0.667578744705286	0.785477220703312
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.60323755854784	0.0372345527621884	Inf	0.528484327570879	0.673462147741497
"whole cortex"	"scvi"	0.633761473667541	0.0359114884410787	Inf	0.560980972635011	0.70090925803756
