"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Angular gyrus AnG"	"seurat"	0.935272025754993	0.014179193460837	Inf	0.901284921375971	0.958101518867337
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.937492209230587	0.0137253091222074	Inf	0.904552013207065	0.959572442451408
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.929780221723235	0.0152919807740199	Inf	0.893238423923876	0.954452450368074
"Dissection Primary auditory cortexA1"	"seurat"	0.936316428588271	0.0139659206010682	Inf	0.902820925070087	0.958793705269802
"Dissection Primary somatosensory cortex S1"	"seurat"	0.935372462931519	0.0141586953396106	Inf	0.901432586321477	0.958168094465532
"Dissection Primary visual cortexV1"	"seurat"	0.935584093496613	0.0141155724618707	Inf	0.901743542561208	0.958308468223209
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.934645077032855	0.0143070406608508	Inf	0.900363542011372	0.957685827720683
"Single-nucleus transcriptome data from the dlPFC"	"seurat"	0.936054951138408	0.0140194239359284	Inf	0.902436027279534	0.958620538367789
"whole cortex"	"seurat"	0.937562406315826	0.0137109606375168	Inf	0.904655328754214	0.959618961363104
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.936397195844793	0.0139495552967122	Inf	0.902939354569625	0.958847405338187
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.935683363530516	0.014095390905777	Inf	0.901889275025106	0.958374375346409
"Dissection Angular gyrus AnG"	"scvi"	0.94716586519931	0.0117217527029398	Inf	0.918879884874924	0.965954177188556
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.947337693053877	0.0116859649220216	Inf	0.919135225211753	0.966067366517648
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.931516859125602	0.0149417813723572	Inf	0.895777095633032	0.955608219855315
"Dissection Primary auditory cortexA1"	"scvi"	0.94583783652787	0.0119994216272812	Inf	0.916903587409369	0.965080844391117
"Dissection Primary somatosensory cortex S1"	"scvi"	0.947000763904635	0.0117563603306572	Inf	0.918633904354843	0.965845706361224
"Dissection Primary visual cortexV1"	"scvi"	0.943237320174814	0.0125404752697273	Inf	0.913043027780693	0.963367817103361
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.933664463466031	0.014506473711231	Inf	0.898924179934585	0.957035035286199
"Single-nucleus transcriptome data from the dlPFC"	"scvi"	0.940860902806586	0.0130321138333502	Inf	0.909525093096635	0.96179945118385
"whole cortex"	"scvi"	0.942065079352119	0.0127827222590209	Inf	0.911308261206834	0.962593747912473
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.947904717545439	0.0115668420768668	Inf	0.919980895810009	0.966439589767008
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.949016842881271	0.0113335911013284	Inf	0.921638699338385	0.967170247754125
