"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.891124875840392	0.0254725409165607	Inf	0.83029264722356	0.931939016669638
"Dissection Angular gyrus AnG"	"seurat"	0.937920306003217	0.0152896266329017	Inf	0.900301162260838	0.961944705924073
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.934173113368015	0.0161472649058062	Inf	0.89454002781263	0.959584562750987
"Dissection Primary auditory cortexA1"	"seurat"	0.938701193348249	0.0151099869944084	Inf	0.901505210026613	0.962435641220738
"Dissection Primary somatosensory cortex S1"	"seurat"	0.936491014782862	0.0156177772275372	Inf	0.898099948725339	0.96104552575095
"Dissection Primary visual cortexV1"	"seurat"	0.936910188730827	0.0155217290700222	Inf	0.898744848944937	0.96130943892309
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.909914246881996	0.0215236067739825	Inf	0.857898566588903	0.944129768386759
"whole cortex"	"seurat"	0.930801322133251	0.0169132062001363	Inf	0.889378208900297	0.957455257710015
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.923893357373829	0.018462195829388	Inf	0.878877240478668	0.953072250775336
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.932594835274408	0.0165067995064112	Inf	0.892120276094636	0.958588941173901
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.916365818383032	0.0201196668662275	Inf	0.867545279085491	0.948265018328951
"Dissection Angular gyrus AnG"	"scvi"	0.96241112571584	0.00949913526611407	Inf	0.93866357967648	0.977187811484298
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.958176553338616	0.0105222691564226	Inf	0.931944420194103	0.974573337350978
"Dissection Primary auditory cortexA1"	"scvi"	0.962539798649804	0.00946794395967419	Inf	0.938868193195354	0.977267168805781
"Dissection Primary somatosensory cortex S1"	"scvi"	0.962912842958837	0.00937725594755147	Inf	0.939462252876175	0.97749693814329
"Dissection Primary visual cortexV1"	"scvi"	0.955801062025987	0.011092402893208	Inf	0.928190478134159	0.973103078765584
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.928509339481265	0.0174277896341225	Inf	0.885890147766379	0.956001161199956
"whole cortex"	"scvi"	0.966236767891095	0.00856652725361221	Inf	0.944766632504967	0.979541823664785
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.960790273151886	0.00989147051940737	Inf	0.936088543882501	0.976187665637795
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.965105247858423	0.00884313581638988	Inf	0.942958418677393	0.978846298587396
