label	method	cutoff	reference	key	label_f1_mean	label_f1_std	label_f1_count
Astrocyte	scvi	0.0	Dissection Angular gyrus AnG	subclass	0.9824596428753337	0.06488031175696685	1332
Astrocyte	scvi	0.0	Dissection Anterior cingulate cortex ACC	subclass	0.9802944657667398	0.06807372835519823	1332
Astrocyte	scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9058423103343531	0.14178825547935678	1332
Astrocyte	scvi	0.0	Dissection Primary auditory cortexA1	subclass	0.9779641664238821	0.07219203820707508	1332
Astrocyte	scvi	0.0	Dissection Primary somatosensory cortex S1	subclass	0.9828054935813282	0.06040184476306892	1332
Astrocyte	scvi	0.0	Dissection Primary visual cortexV1	subclass	0.9801774994003785	0.05996638072259164	1332
Astrocyte	scvi	0.0	Human Multiple Cortical Areas SMART-seq	subclass	0.9743880145586328	0.059644070289842775	1332
Astrocyte	scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9831444708698556	0.05928198748962306	1332
Astrocyte	scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9850467032590943	0.05403185873690993	1332
Astrocyte	scvi	0.0	whole cortex	subclass	0.985415729001104	0.05504213920846815	1332
Astrocyte	scvi	0.05	Dissection Angular gyrus AnG	subclass	0.9824596428753337	0.06488031175696683	1332
Astrocyte	scvi	0.05	Dissection Anterior cingulate cortex ACC	subclass	0.9802944657667398	0.06807372835519826	1332
Astrocyte	scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9058423103343531	0.14178825547935675	1332
Astrocyte	scvi	0.05	Dissection Primary auditory cortexA1	subclass	0.9779641664238821	0.07219203820707508	1332
Astrocyte	scvi	0.05	Dissection Primary somatosensory cortex S1	subclass	0.9828054935813282	0.0604018447630689	1332
Astrocyte	scvi	0.05	Dissection Primary visual cortexV1	subclass	0.9801774994003785	0.059966380722591694	1332
Astrocyte	scvi	0.05	Human Multiple Cortical Areas SMART-seq	subclass	0.9743880145586328	0.05964407028984284	1332
Astrocyte	scvi	0.05	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9831444708698556	0.05928198748962303	1332
Astrocyte	scvi	0.05	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9850467032590943	0.05403185873690996	1332
Astrocyte	scvi	0.05	whole cortex	subclass	0.985415729001104	0.0550421392084681	1332
Astrocyte	scvi	0.1	Dissection Angular gyrus AnG	subclass	0.9824601795075288	0.06488044212491557	1332
Astrocyte	scvi	0.1	Dissection Anterior cingulate cortex ACC	subclass	0.9802953371472298	0.06807365271068723	1332
Astrocyte	scvi	0.1	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9058423103343531	0.14178825547935675	1332
Astrocyte	scvi	0.1	Dissection Primary auditory cortexA1	subclass	0.977964367492793	0.07219180826822393	1332
Astrocyte	scvi	0.1	Dissection Primary somatosensory cortex S1	subclass	0.9828054935813282	0.06040184476306881	1332
Astrocyte	scvi	0.1	Dissection Primary visual cortexV1	subclass	0.9801779425650587	0.059965733959310145	1332
Astrocyte	scvi	0.1	Human Multiple Cortical Areas SMART-seq	subclass	0.9743888208013045	0.05964423265920904	1332
Astrocyte	scvi	0.1	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9831445244468111	0.05928197258746788	1332
Astrocyte	scvi	0.1	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9850469096217009	0.054031625377117365	1332
Astrocyte	scvi	0.1	whole cortex	subclass	0.9854150301768758	0.05504432153736773	1332
Astrocyte	scvi	0.15	Dissection Angular gyrus AnG	subclass	0.9824774931471645	0.06488592806431967	1332
Astrocyte	scvi	0.15	Dissection Anterior cingulate cortex ACC	subclass	0.9802947257183838	0.06809643144877119	1332
Astrocyte	scvi	0.15	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9058031412888005	0.14185400993356537	1332
Astrocyte	scvi	0.15	Dissection Primary auditory cortexA1	subclass	0.9779651523681435	0.07220720731050162	1332
Astrocyte	scvi	0.15	Dissection Primary somatosensory cortex S1	subclass	0.9827998810998148	0.06045797184825441	1332
Astrocyte	scvi	0.15	Dissection Primary visual cortexV1	subclass	0.9802033274212738	0.06015511621691254	1332
Astrocyte	scvi	0.15	Human Multiple Cortical Areas SMART-seq	subclass	0.9745190822065468	0.059547406351879016	1332
Astrocyte	scvi	0.15	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9831461777576253	0.05928872353820175	1332
Astrocyte	scvi	0.15	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9851170178282485	0.05399175949227712	1332
Astrocyte	scvi	0.15	whole cortex	subclass	0.9854112697138832	0.05504904629571133	1332
Astrocyte	scvi	0.2	Dissection Angular gyrus AnG	subclass	0.9824882135617344	0.06556437946872475	1332
Astrocyte	scvi	0.2	Dissection Anterior cingulate cortex ACC	subclass	0.9801499730794493	0.06893493067296905	1332
Astrocyte	scvi	0.2	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9040639386849699	0.1437405692352858	1332
Astrocyte	scvi	0.2	Dissection Primary auditory cortexA1	subclass	0.9780543093215355	0.07293970056755383	1332
Astrocyte	scvi	0.2	Dissection Primary somatosensory cortex S1	subclass	0.9827731140008236	0.06176167443838	1332
Astrocyte	scvi	0.2	Dissection Primary visual cortexV1	subclass	0.9803268508174046	0.062349999889518004	1332
Astrocyte	scvi	0.2	Human Multiple Cortical Areas SMART-seq	subclass	0.9763958140801058	0.05803414007135297	1332
Astrocyte	scvi	0.2	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.983107082780977	0.059810872166681586	1332
Astrocyte	scvi	0.2	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9850742010806883	0.054561261692491536	1332
Astrocyte	scvi	0.2	whole cortex	subclass	0.9853630928156276	0.05569792023328589	1332
Astrocyte	scvi	0.25	Dissection Angular gyrus AnG	subclass	0.9822098093085126	0.06941068148213932	1332
Astrocyte	scvi	0.25	Dissection Anterior cingulate cortex ACC	subclass	0.9791465313337511	0.07472513727146757	1332
Astrocyte	scvi	0.25	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.8888716022280592	0.15572132709228578	1332
Astrocyte	scvi	0.25	Dissection Primary auditory cortexA1	subclass	0.9785054981296197	0.07663672504383205	1332
Astrocyte	scvi	0.25	Dissection Primary somatosensory cortex S1	subclass	0.9829975135093566	0.0667840753327256	1332
Astrocyte	scvi	0.25	Dissection Primary visual cortexV1	subclass	0.9807792983993472	0.06864809453793617	1332
Astrocyte	scvi	0.25	Human Multiple Cortical Areas SMART-seq	subclass	0.9782744496617933	0.06373274455369378	1332
Astrocyte	scvi	0.25	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9825864883325832	0.06344264163190153	1332
Astrocyte	scvi	0.25	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9845218538668129	0.05871626538349091	1332
Astrocyte	scvi	0.25	whole cortex	subclass	0.985042434822787	0.05885039459085648	1332
Astrocyte	scvi	0.5	Dissection Angular gyrus AnG	subclass	0.9606136513168708	0.10572058553765505	1332
Astrocyte	scvi	0.5	Dissection Anterior cingulate cortex ACC	subclass	0.9356197953679337	0.1266964813071447	1332
Astrocyte	scvi	0.5	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.625599054990685	0.26009034093427624	1332
Astrocyte	scvi	0.5	Dissection Primary auditory cortexA1	subclass	0.9582234679843814	0.11043766330117961	1332
Astrocyte	scvi	0.5	Dissection Primary somatosensory cortex S1	subclass	0.9685187518882066	0.09928572708124386	1332
Astrocyte	scvi	0.5	Dissection Primary visual cortexV1	subclass	0.9679640409314969	0.10339210467306738	1332
Astrocyte	scvi	0.5	Human Multiple Cortical Areas SMART-seq	subclass	0.9324993837326107	0.13108147065259892	1332
Astrocyte	scvi	0.5	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.970771526492629	0.09630901323772617	1332
Astrocyte	scvi	0.5	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.969783804432678	0.09811151018099006	1332
Astrocyte	scvi	0.5	whole cortex	subclass	0.9729474764290025	0.08898869754886395	1332
Astrocyte	scvi	0.75	Dissection Angular gyrus AnG	subclass	0.8380490896078396	0.20003030735098995	1332
Astrocyte	scvi	0.75	Dissection Anterior cingulate cortex ACC	subclass	0.7934407313709939	0.22183263419501867	1332
Astrocyte	scvi	0.75	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.19257937464387728	0.19450576499608108	1332
Astrocyte	scvi	0.75	Dissection Primary auditory cortexA1	subclass	0.8523500884578832	0.18545822918451726	1332
Astrocyte	scvi	0.75	Dissection Primary somatosensory cortex S1	subclass	0.8613175256695788	0.181748285635026	1332
Astrocyte	scvi	0.75	Dissection Primary visual cortexV1	subclass	0.8601637393984117	0.1824646086045764	1332
Astrocyte	scvi	0.75	Human Multiple Cortical Areas SMART-seq	subclass	0.417821434224234	0.39067671314709784	1332
Astrocyte	scvi	0.75	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9073342034492283	0.14954185059532846	1332
Astrocyte	scvi	0.75	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.8863232084330236	0.16474958348550672	1332
Astrocyte	scvi	0.75	whole cortex	subclass	0.9012960547535174	0.1537780226275713	1332
Astrocyte	seurat	0.0	Dissection Angular gyrus AnG	subclass	0.9809082716858528	0.05141119223957376	1332
Astrocyte	seurat	0.0	Dissection Anterior cingulate cortex ACC	subclass	0.9810342850806804	0.051192141617115154	1332
Astrocyte	seurat	0.0	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9283679389647415	0.12441497701006855	1332
Astrocyte	seurat	0.0	Dissection Primary auditory cortexA1	subclass	0.9840565147690685	0.04729230076966398	1332
Astrocyte	seurat	0.0	Dissection Primary somatosensory cortex S1	subclass	0.9849823674383124	0.04669918838009961	1332
Astrocyte	seurat	0.0	Dissection Primary visual cortexV1	subclass	0.9815488014394841	0.04937734729136747	1332
Astrocyte	seurat	0.0	Human Multiple Cortical Areas SMART-seq	subclass	0.9824392062672899	0.05017859672538061	1332
Astrocyte	seurat	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9784722495805604	0.05454659310911611	1332
Astrocyte	seurat	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9804302493409578	0.05467619970151433	1332
Astrocyte	seurat	0.0	whole cortex	subclass	0.9801252064757858	0.05343770381613983	1332
Astrocyte	seurat	0.05	Dissection Angular gyrus AnG	subclass	0.9809082716858528	0.051411192239573834	1332
Astrocyte	seurat	0.05	Dissection Anterior cingulate cortex ACC	subclass	0.9810342850806804	0.051192141617115126	1332
Astrocyte	seurat	0.05	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9283679389647415	0.12441497701006868	1332
Astrocyte	seurat	0.05	Dissection Primary auditory cortexA1	subclass	0.9840565147690685	0.04729230076966402	1332
Astrocyte	seurat	0.05	Dissection Primary somatosensory cortex S1	subclass	0.9849823674383124	0.046699188380099566	1332
Astrocyte	seurat	0.05	Dissection Primary visual cortexV1	subclass	0.9815488014394841	0.0493773472913675	1332
Astrocyte	seurat	0.05	Human Multiple Cortical Areas SMART-seq	subclass	0.9824392062672899	0.050178596725380574	1332
Astrocyte	seurat	0.05	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9784722495805607	0.05454659310911607	1332
Astrocyte	seurat	0.05	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9804302493409578	0.054676199701514334	1332
Astrocyte	seurat	0.05	whole cortex	subclass	0.9801252064757858	0.053437703816139936	1332
Astrocyte	seurat	0.1	Dissection Angular gyrus AnG	subclass	0.9809082716858528	0.05141119223957375	1332
Astrocyte	seurat	0.1	Dissection Anterior cingulate cortex ACC	subclass	0.9810342850806804	0.05119214161711515	1332
Astrocyte	seurat	0.1	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9283679389647415	0.12441497701006879	1332
Astrocyte	seurat	0.1	Dissection Primary auditory cortexA1	subclass	0.9840565147690685	0.04729230076966399	1332
Astrocyte	seurat	0.1	Dissection Primary somatosensory cortex S1	subclass	0.9849823674383124	0.04669918838009964	1332
Astrocyte	seurat	0.1	Dissection Primary visual cortexV1	subclass	0.9815488014394841	0.04937734729136754	1332
Astrocyte	seurat	0.1	Human Multiple Cortical Areas SMART-seq	subclass	0.9824392062672899	0.05017859672538054	1332
Astrocyte	seurat	0.1	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9784722495805607	0.054546593109116095	1332
Astrocyte	seurat	0.1	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9804302493409578	0.05467619970151434	1332
Astrocyte	seurat	0.1	whole cortex	subclass	0.9801252064757858	0.05343770381613992	1332
Astrocyte	seurat	0.15	Dissection Angular gyrus AnG	subclass	0.9809082716858528	0.05141119223957377	1332
Astrocyte	seurat	0.15	Dissection Anterior cingulate cortex ACC	subclass	0.9810342850806804	0.05119214161711513	1332
Astrocyte	seurat	0.15	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9283679389647415	0.12441497701006876	1332
Astrocyte	seurat	0.15	Dissection Primary auditory cortexA1	subclass	0.9840565147690685	0.047292300769664	1332
Astrocyte	seurat	0.15	Dissection Primary somatosensory cortex S1	subclass	0.9849819670815534	0.04669935370259523	1332
Astrocyte	seurat	0.15	Dissection Primary visual cortexV1	subclass	0.9815488014394841	0.049377347291367536	1332
Astrocyte	seurat	0.15	Human Multiple Cortical Areas SMART-seq	subclass	0.9824392062672899	0.05017859672538053	1332
Astrocyte	seurat	0.15	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9784722495805607	0.05454659310911614	1332
Astrocyte	seurat	0.15	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9804302493409578	0.05467619970151438	1332
Astrocyte	seurat	0.15	whole cortex	subclass	0.9801252064757858	0.05343770381613991	1332
Astrocyte	seurat	0.2	Dissection Angular gyrus AnG	subclass	0.9809066001651442	0.05141258976752665	1332
Astrocyte	seurat	0.2	Dissection Anterior cingulate cortex ACC	subclass	0.9810307029691872	0.05119742501170276	1332
Astrocyte	seurat	0.2	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.9283671355639822	0.12441456614097794	1332
Astrocyte	seurat	0.2	Dissection Primary auditory cortexA1	subclass	0.9840514686458881	0.04729819660619965	1332
Astrocyte	seurat	0.2	Dissection Primary somatosensory cortex S1	subclass	0.9849776610291913	0.04670106691190527	1332
