"effect"	"component"	"group"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	NA	"(Intercept)"	-1.79177348335062	0.278633277409754	-6.43057964937785	1.27118248398142e-10	6.77963991456758e-10	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	2827.64294855196	-5619.28589710393	-5553.35260846148
"fixed"	"cond"	NA	"cutoff"	-0.185952462765778	0.390617675886901	-0.476047230437207	0.634040730093908	0.999998488377117	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	2827.64294855196	-5619.28589710393	-5553.35260846148
"fixed"	"cond"	NA	"methodscvi"	-0.0459285753180982	0.350591354857472	-0.131003159894715	0.895772807715115	0.999998488377117	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	2827.64294855196	-5619.28589710393	-5553.35260846148
"fixed"	"cond"	NA	"referenceAn integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	3.89345927967091	0.383382011421569	10.1555606775448	3.13005836226852e-24	5.00809337962963e-23	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	2827.64294855196	-5619.28589710393	-5553.35260846148
"fixed"	"cond"	NA	"referenceBrainAgingSpatialAtlas snRNAseq"	-2.53090341086461e-06	0.322816035021894	-7.84007960042308e-06	0.999993744521531	0.999998488377117	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	2827.64294855196	-5619.28589710393	-5553.35260846148
"fixed"	"cond"	NA	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	-2.54973304362829e-06	0.322816035905082	-7.89840887699268e-06	0.999993697981502	0.999998488377117	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	2827.64294855196	-5619.28589710393	-5553.35260846148
"fixed"	"cond"	NA	"referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	-6.11587181289527e-07	0.322815944996916	-1.89453832986896e-06	0.999998488377117	0.999998488377117	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	2827.64294855196	-5619.28589710393	-5553.35260846148
"fixed"	"cond"	NA	"referencewhole cortex"	0.959669308850223	0.339419080484414	2.82738762794536	0.00469294829446864	0.0187717931778745	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	2827.64294855196	-5619.28589710393	-5553.35260846148
"fixed"	"cond"	NA	"subsample_ref100"	-0.276891495910947	0.16473502561542	-1.68082953140372	0.0927960307615692	0.212105213169301	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	2827.64294855196	-5619.28589710393	-5553.35260846148
"fixed"	"cond"	NA	"subsample_ref50"	-0.325735572748559	0.167317810359484	-1.94680752783408	0.0515578141311109	0.137487504349629	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	2827.64294855196	-5619.28589710393	-5553.35260846148
"fixed"	"cond"	NA	"cutoff:methodscvi"	0.18594430260374	0.553996445116518	0.335641689117034	0.737141082521713	0.999998488377117	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	2827.64294855196	-5619.28589710393	-5553.35260846148
"fixed"	"cond"	NA	"methodscvi:referenceAn integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	-3.89345195954719	0.501153172198945	-7.76898596184399	7.91169350069248e-15	6.32935480055398e-14	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	2827.64294855196	-5619.28589710393	-5553.35260846148
"fixed"	"cond"	NA	"methodscvi:referenceBrainAgingSpatialAtlas snRNAseq"	1.08757241900401e-05	0.456489690224912	2.38246874418603e-05	0.999980990649726	0.999998488377117	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	2827.64294855196	-5619.28589710393	-5553.35260846148
"fixed"	"cond"	NA	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions 10x"	1.03611095675259e-05	0.456489708553094	2.26973563114201e-05	0.99998189012983	0.999998488377117	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	2827.64294855196	-5619.28589710393	-5553.35260846148
"fixed"	"cond"	NA	"methodscvi:referenceSingle-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	6.85706424702197e-06	0.456489696233818	1.50212903020482e-05	0.999988014744385	0.999998488377117	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	2827.64294855196	-5619.28589710393	-5553.35260846148
"fixed"	"cond"	NA	"methodscvi:referencewhole cortex"	-0.959664756736525	0.46837813446368	-2.04891024179725	0.0404708926691466	0.129506856541269	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	2827.64294855196	-5619.28589710393	-5553.35260846148
"ran_pars"	"cond"	"study"	"sd__(Intercept)"	5.49449369239393e-05	NA	NA	NA	NA	"f1_score ~ cutoff + method + reference + method:cutoff + method:reference + subsample_ref + (1 | study )"	"subclass"	2827.64294855196	-5619.28589710393	-5553.35260846148
