method	cutoff	reference	key	subsample_ref	weighted_f1_mean	weighted_f1_std	weighted_precision_mean	weighted_precision_std	weighted_recall_mean	weighted_recall_std	macro_f1_mean	macro_f1_std	macro_precision_mean	macro_precision_std	macro_recall_mean	macro_recall_std	micro_f1_mean	micro_f1_std	micro_precision_mean	micro_precision_std	micro_recall_mean	micro_recall_std	nmi_mean	nmi_std	ari_mean	ari_std	overall_accuracy_mean	overall_accuracy_std	count
scvi	0.0	Dissection Angular gyrus AnG	class	50	0.965301618085902	0.08076034294610136	0.9828764121488236	0.0334422084769053	0.9603318898855552	0.08629945324765155	0.9252635560229386	0.10161543542560315	0.9589734484926352	0.06341355723692464	0.9275041507687937	0.10304660647307552	0.9603318898855552	0.08629945324765155	0.9603318898855552	0.08629945324765155	0.9603318898855552	0.08629945324765155	0.9535501757644811	0.09325742281580274	0.9576156895597656	0.10476757167657458	0.9603318898855552	0.08629945324765155	530
scvi	0.0	Dissection Angular gyrus AnG	class	100	0.9673296267864618	0.08822640043271139	0.9848753854774345	0.03988930167067701	0.96250170120631	0.09106821908512189	0.930038794067919	0.10454521742763662	0.9637334604772785	0.06323026616615951	0.9289631034464996	0.10540477656653753	0.96250170120631	0.09106821908512189	0.96250170120631	0.09106821908512189	0.96250170120631	0.09106821908512189	0.9595659425400928	0.09268626949752654	0.965394870263286	0.10166917264696486	0.96250170120631	0.09106821908512189	530
scvi	0.0	Dissection Angular gyrus AnG	class	500	0.9734167917895044	0.06049538045656167	0.9865132204151585	0.03159560835777919	0.9694073615836685	0.06898990760893235	0.9369377746061929	0.08907727148281738	0.9663545361718501	0.05676570296064918	0.9370498940310552	0.09267633825167478	0.9694073615836685	0.06898990760893235	0.9694073615836685	0.06898990760893235	0.9694073615836685	0.06898990760893235	0.9643391918998757	0.09146759863469581	0.9715288290344293	0.09866855545260901	0.9694073615836685	0.06898990760893235	530
scvi	0.0	Dissection Angular gyrus AnG	family	50	0.9817159071719161	0.08073529784815933	0.9884418547296233	0.03203870483082832	0.9812752861119702	0.08606212240768397	0.9762886450533241	0.09109715634852183	0.9855424794555521	0.056270377026362395	0.9763897838589909	0.0934120260819715	0.9812752861119702	0.08606212240768397	0.9812752861119702	0.08606212240768397	0.9812752861119702	0.08606212240768397	0.9653578223652679	0.09394967453247806	0.9647238288071172	0.10542763025587881	0.9812752861119702	0.08606212240768397	530
scvi	0.0	Dissection Angular gyrus AnG	family	100	0.9843304143044826	0.08818165295044568	0.9910420754434798	0.03892837233965811	0.9841620785648004	0.09073652906823257	0.9797194461513868	0.09458007327533335	0.989750839313275	0.0565228237331919	0.978743614010473	0.09532913461241979	0.9841620785648004	0.09073652906823257	0.9841620785648004	0.09073652906823257	0.9841620785648004	0.09073652906823257	0.9747893173129056	0.09305903085964207	0.9741382214779298	0.10182959180475039	0.9841620785648004	0.09073652906823257	530
scvi	0.0	Dissection Angular gyrus AnG	family	500	0.9910520231934288	0.05913667857675991	0.9945953671115496	0.029572025212188713	0.9901432106402722	0.06772109349092907	0.9867892681273599	0.07405992138041746	0.9922977275276208	0.04954129109269998	0.9859483501207984	0.07919430715914794	0.9901432106402722	0.06772109349092907	0.9901432106402722	0.06772109349092907	0.9901432106402722	0.06772109349092907	0.9831172189114689	0.089602696533815	0.9837278362976297	0.0961644683139884	0.9901432106402722	0.06772109349092907	530
scvi	0.0	Dissection Angular gyrus AnG	global	50	0.9855905617848711	0.06709247014996886	0.992029454493354	0.014500537636641728	0.9845972780699042	0.07500167434603405	0.9812508884404142	0.07423732932072515	0.9851701597100863	0.03950851573989725	0.9839922090111628	0.07982101676082043	0.9845972780699042	0.07500167434603405	0.9845972780699042	0.07500167434603405	0.9845972780699042	0.07500167434603405	0.9545368213240497	0.10682501014370138	0.963878140082464	0.10486885065433282	0.9845972780699042	0.07500167434603405	530
scvi	0.0	Dissection Angular gyrus AnG	global	100	0.987943026811692	0.07408414363578149	0.9947655168881916	0.013654635163402332	0.9872199195793381	0.08020568968626755	0.9857116239112491	0.08001094491738156	0.9923166152656724	0.03532741706804469	0.9857033239065868	0.08492930490979862	0.9872199195793381	0.08020568968626755	0.9872199195793381	0.08020568968626755	0.9872199195793381	0.08020568968626755	0.9670871886204172	0.10655712863241737	0.9726273660934887	0.10410232951152262	0.9872199195793381	0.08020568968626755	530
scvi	0.0	Dissection Angular gyrus AnG	global	500	0.9939606429325091	0.04560489269707661	0.9975920569907981	0.011672937476742124	0.9927859573151873	0.05648350913241968	0.992188770908763	0.05437902528930515	0.9954953996538268	0.03292884297243513	0.9914831710995579	0.06296050078548543	0.9927859573151873	0.05648350913241968	0.9927859573151873	0.05648350913241968	0.9927859573151873	0.05648350913241968	0.9805939228004255	0.10090041991967132	0.983973745315554	0.09939451416516971	0.9927859573151873	0.05648350913241968	530
scvi	0.0	Dissection Angular gyrus AnG	subclass	50	0.9587988690647342	0.08137014513899803	0.9828552870214647	0.0337172412708441	0.9532174780027771	0.08658089738302009	0.8975227301760621	0.1114677946739244	0.9584825891671379	0.06423976263902313	0.898705750568521	0.11066726007108538	0.9532174780027771	0.08658089738302009	0.9532174780027771	0.08658089738302009	0.9532174780027771	0.08658089738302009	0.9538496792017324	0.09226750976808172	0.9573051087503638	0.10457540735777704	0.9532174780027771	0.08658089738302009	530
scvi	0.0	Dissection Angular gyrus AnG	subclass	100	0.9603581190598689	0.08888872944415663	0.9845411491646227	0.04003883804972642	0.9552552138518339	0.09143848005279585	0.8995617483671617	0.11531025793742067	0.9620205694665342	0.0641453152973116	0.8986165839309197	0.1137222052606267	0.9552552138518339	0.09143848005279585	0.9552552138518339	0.09143848005279585	0.9552552138518339	0.09143848005279585	0.9594830816870056	0.09188729394941902	0.9650458015811757	0.10150075034310226	0.9552552138518339	0.09143848005279585	530
scvi	0.0	Dissection Angular gyrus AnG	subclass	500	0.9666162978939027	0.06197273577957563	0.9857741620391611	0.032026007557721566	0.9624627610216452	0.06988356541862649	0.9084806539341821	0.10056353532512027	0.9638054914292261	0.05809559611827851	0.9087609952604128	0.10076875588000613	0.9624627610216452	0.06988356541862649	0.9624627610216452	0.06988356541862649	0.9624627610216452	0.06988356541862649	0.9638845572855045	0.09057618074026552	0.9710065249806393	0.09855830168687169	0.9624627610216452	0.06988356541862649	530
scvi	0.0	Dissection Anterior cingulate cortex ACC	class	50	0.9670525059495647	0.06716780805857962	0.9813449689879857	0.037020416106445485	0.9621620785648004	0.07597705030222286	0.9292590675188397	0.09174542888703185	0.9533214585663663	0.06693487542234178	0.9343684017876581	0.09305373693234818	0.9621620785648004	0.07597705030222286	0.9621620785648004	0.07597705030222286	0.9621620785648004	0.07597705030222286	0.9523884395489562	0.09264018572742452	0.9545712798551199	0.10351063545101852	0.9621620785648004	0.07597705030222286	530
scvi	0.0	Dissection Anterior cingulate cortex ACC	class	100	0.9670487968063807	0.06170826293553302	0.9805903462836987	0.046310174178512686	0.9619545313949891	0.06820423802052403	0.9302276696332659	0.08968387446431703	0.9522232913021478	0.07267054256368333	0.9364720535921431	0.08866713113037768	0.9619545313949891	0.06820423802052403	0.9619545313949891	0.06820423802052403	0.9619545313949891	0.06820423802052403	0.9526906114254363	0.09071384863768098	0.9549392130877101	0.09794367159790311	0.9619545313949891	0.06820423802052403	530
scvi	0.0	Dissection Anterior cingulate cortex ACC	class	500	0.9713783139425178	0.0726821217807137	0.9845127621858886	0.039924676918927586	0.9669922672440459	0.0801843789034373	0.9369434701741234	0.09408823926414309	0.961729153623761	0.06753510453945662	0.9391209867616505	0.09450304067002281	0.9669922672440459	0.0801843789034373	0.9669922672440459	0.0801843789034373	0.9669922672440459	0.0801843789034373	0.9617227990795224	0.09041221207510812	0.9661941309966375	0.09926763530208571	0.9669922672440459	0.0801843789034373	530
scvi	0.0	Dissection Anterior cingulate cortex ACC	family	50	0.9875475572150405	0.06608079766107426	0.9920518492793535	0.03518971329050493	0.986313021961027	0.07465076411761447	0.9825158563106378	0.08034350646766301	0.9875111051465947	0.059112227382393294	0.9830953607974969	0.08271439752926783	0.986313021961027	0.07465076411761447	0.986313021961027	0.07465076411761447	0.986313021961027	0.07465076411761447	0.9754177233015688	0.09097270801529134	0.9762607288394168	0.09898610492163494	0.986313021961027	0.07465076411761447	530
scvi	0.0	Dissection Anterior cingulate cortex ACC	family	100	0.9881217884659229	0.05979606445619451	0.9908666624364005	0.04525385685394394	0.9873696257346118	0.0656581536274665	0.9800895692218291	0.07726885445993786	0.9854057943275372	0.0674677296504446	0.9807535064918781	0.07761453972369678	0.9873696257346118	0.0656581536274665	0.9873696257346118	0.0656581536274665	0.9873696257346118	0.0656581536274665	0.9775750568580153	0.08876562774777548	0.9792009839131892	0.09201321637416139	0.9873696257346118	0.0656581536274665	530
scvi	0.0	Dissection Anterior cingulate cortex ACC	family	500	0.9883853708877759	0.07199063769544793	0.9925025435933716	0.03869152298483701	0.9876526446025363	0.0792994138116235	0.9827750675178698	0.08378437598934527	0.9887527350531543	0.061482191275345315	0.9825965657324321	0.08555630139459316	0.9876526446025363	0.0792994138116235	0.9876526446025363	0.0792994138116235	0.9876526446025363	0.0792994138116235	0.9806656818756392	0.08837234788805232	0.9815703359132355	0.09543316279847563	0.9876526446025363	0.0792994138116235	530
