"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Angular gyrus AnG"	"seurat"	0.134970975802001	0.00854457111218844	Inf	0.119083038598478	0.152611436117379
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.134970640488017	0.00854455717166851	Inf	0.119082730321893	0.152611073339576
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.134970958960329	0.0085445706305937	Inf	0.119083022729863	0.152611418370837
"Dissection Primary auditory cortexA1"	"seurat"	0.134970221578404	0.00854453946816113	Inf	0.119082345696611	0.152610619495035
"Dissection Primary somatosensory cortex S1"	"seurat"	0.134971119732451	0.00854457742496333	Inf	0.119083170344116	0.152611592550517
"Dissection Primary visual cortexV1"	"seurat"	0.13497084750026	0.00854456592019225	Inf	0.119082920391883	0.152611297615575
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.134971558913562	0.00854459598513032	Inf	0.119083573581898	0.152612068357026
"Single-nucleus transcriptome data from the dlPFC"	"seurat"	0.229263308470639	0.0134999371323205	Inf	0.20388035963041	0.256787111232244
"whole cortex"	"seurat"	0.175128490161699	0.010774852541741	Inf	0.155001868932151	0.197258427954893
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.134971547197501	0.00854459549000006	Inf	0.119083562824698	0.152612055663907
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.134971317131011	0.00854458576719648	Inf	0.119083351587238	0.152611806411085
"Dissection Angular gyrus AnG"	"scvi"	0.136995370728442	0.00859991603814515	Inf	0.120995004276726	0.154739145380354
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.136994941016325	0.00859989820491082	Inf	0.120994609147576	0.154738680528702
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.136994042212423	0.00859986062275087	Inf	0.120993783175038	0.154737707615272
"Dissection Primary auditory cortexA1"	"scvi"	0.136995516485252	0.00859992226726012	Inf	0.120995137985495	0.154739303446979
"Dissection Primary somatosensory cortex S1"	"scvi"	0.136996256036448	0.00859995319041814	Inf	0.120995817609951	0.154740103976578
"Dissection Primary visual cortexV1"	"scvi"	0.136994577207216	0.00859988299277733	Inf	0.120994274818424	0.154738286722275
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.136994789326463	0.00859989186222765	Inf	0.120994469749351	0.15473851633149
"Single-nucleus transcriptome data from the dlPFC"	"scvi"	0.248882188349028	0.0142957612320343	Inf	0.221927966405939	0.277940701418938
"whole cortex"	"scvi"	0.24337875769389	0.0140609869031284	Inf	0.216886607166598	0.271982980439876
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.136994963118525	0.00859989912908075	Inf	0.120994629458804	0.154738704453303
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.136996355262717	0.00859995733940341	Inf	0.1209959087958	0.154740211384368
