"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.916195641646592	0.0178168416059233	Inf	0.87401571900285	0.945140001246888
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.87530364783317	0.0253227478578311	Inf	0.816672915626838	0.917087096248278
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.939704221397222	0.0131496769876248	Inf	0.908165232705518	0.960878311367083
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.942974989748967	0.0124831023700918	Inf	0.912978445690433	0.96305012479929
"whole cortex"	"seurat"	0.910730368199073	0.0188595595886865	Inf	0.866218141723875	0.941433718529541
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.909131743039442	0.0191582073199675	Inf	0.863956511602206	0.940341739262645
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.745295612375525	0.0440500558762725	Inf	0.649961000946278	0.8217848165198
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.945782629365181	0.0119102153479821	Inf	0.917114639852016	0.964914406683582
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.939351307257414	0.0132228835696864	Inf	0.907642377245287	0.960645711290852
"whole cortex"	"scvi"	0.937130303039124	0.0136784803306737	Inf	0.904367516458646	0.959175545604498
