"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.830883497739507	0.0381525897811996	Inf	0.742640308476707	0.893220390621163
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.82627756706477	0.0389789680247152	Inf	0.736381502702838	0.890093697301291
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.893773006142022	0.0257828434399073	Inf	0.831685795470682	0.934754383262678
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.914678211268889	0.0211980072365961	Inf	0.862921611071093	0.948069130322445
"whole cortex"	"seurat"	0.825014651152994	0.0391942534149159	Inf	0.734696276790968	0.889221721894679
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.658695766089052	0.0610222609857135	Inf	0.531331320631873	0.766648999568162
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.431637762140117	0.0666251191551121	Inf	0.308433336270022	0.563925573811674
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.870993611820399	0.0305187516691935	Inf	0.798578451877011	0.919982713791319
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.866225755566015	0.0314647257650769	Inf	0.791798371921566	0.916841337144017
"whole cortex"	"scvi"	0.848578973337408	0.0348919699279262	Inf	0.766968861525792	0.905143113207464
