"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.950244742886606	0.0112083647756752	Inf	0.923081008892219	0.968146701930023
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.940124570992052	0.0132924721604759	Inf	0.908122071030827	0.961453257875211
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.934983112985572	0.0143629057219163	Inf	0.900500374509804	0.958071883227712
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.9303014216678	0.015319144329434	Inf	0.893620770599593	0.954971518252412
"whole cortex"	"seurat"	0.812633709484974	0.0359138101306184	Inf	0.732023954560017	0.87319565496588
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.948574485388643	0.0115817256494075	Inf	0.920523775576595	0.967078917050439
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.958902058807205	0.00933043971038041	Inf	0.936182943695262	0.973759783050109
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.927945908685375	0.0158039449987401	Inf	0.890151384429561	0.953417338538314
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.930061963105688	0.0153507291325393	Inf	0.893318832033142	0.95479047793983
"whole cortex"	"scvi"	0.926778814843414	0.0160204938837965	Inf	0.888500761006895	0.952616689553872
