"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.884697422526086	0.0108446978739587	Inf	0.861680407649917	0.904309640544966
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.69060323441029	0.018212545034258	Inf	0.653821595593011	0.725119837736524
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.824761834707544	0.0135217646691129	Inf	0.79666515996489	0.849708543175197
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.888809590972809	0.0108572223790379	Inf	0.865682955621561	0.908375744212823
"whole cortex"	"seurat"	0.37912022025535	0.0222846151761475	Inf	0.336520821389672	0.423668726700026
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.993487003201113	0.000970283790443705	Inf	0.991281215538286	0.99513748036614
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.970669167884464	0.00335083661389427	Inf	0.963338181687986	0.976569886132678
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.927006807450443	0.00720904643172905	Inf	0.911555741141601	0.93993645657822
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.902498458430434	0.00838194998860315	Inf	0.88479091049665	0.917737411487482
"whole cortex"	"scvi"	0.887311340466183	0.0104284359887099	Inf	0.865198187011095	0.906190321344681
