"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Angular gyrus AnG"	"seurat"	0.111332238448261	0.0145155198569603	Inf	0.0858997622344593	0.143115642977065
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.111333010302427	0.0145155818285061	Inf	0.0859004153410606	0.143116536396782
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.111332909714327	0.0145155737523765	Inf	0.0859003302281401	0.143116419966265
"Dissection Primary auditory cortexA1"	"seurat"	0.111332492494874	0.0145155402541703	Inf	0.0858999771967022	0.143115937035561
"Dissection Primary somatosensory cortex S1"	"seurat"	0.11133221497928	0.0145155179726582	Inf	0.0858997423761092	0.143115615811773
"Dissection Primary visual cortexV1"	"seurat"	0.111333022682195	0.0145155828224688	Inf	0.085900425816235	0.143116550726343
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.111332629832447	0.0145155512808932	Inf	0.0859000934052797	0.143116096003539
"Single-nucleus transcriptome data from the dlPFC"	"seurat"	0.876373886696888	0.0157188655632684	Inf	0.842131034535848	0.904035627078467
"whole cortex"	"seurat"	0.70685899487147	0.0326313857100832	Inf	0.639114249362617	0.766532304754789
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.111331991752035	0.0145155000499084	Inf	0.0858995534917682	0.143115357426636
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.111331881817842	0.0145154912233682	Inf	0.0858994604706601	0.143115230177992
"Dissection Angular gyrus AnG"	"scvi"	0.117885470805658	0.0149188045386992	Inf	0.0916380469402321	0.150405999970805
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.117885984458051	0.0149188440300965	Inf	0.0916384845060331	0.150406590637155
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.117885409135663	0.0149187997972861	Inf	0.091637994405337	0.150405929054363
"Dissection Primary auditory cortexA1"	"scvi"	0.117885874328163	0.0149188355629273	Inf	0.0916383906895221	0.150406463995058
"Dissection Primary somatosensory cortex S1"	"scvi"	0.117886054766082	0.0149188494356233	Inf	0.0916385443994391	0.150406671486748
"Dissection Primary visual cortexV1"	"scvi"	0.117885589850568	0.0149188136912902	Inf	0.0916381483511887	0.150406136864596
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.117885986230099	0.0149188441663377	Inf	0.0916384860155902	0.150406592674893
"Single-nucleus transcriptome data from the dlPFC"	"scvi"	0.879195944660444	0.0151881697603731	Inf	0.84612957470472	0.905946306595696
"whole cortex"	"scvi"	0.879196108080895	0.0151881571573416	Inf	0.846129762726815	0.905946445750812
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.117884764932927	0.0149187502686582	Inf	0.0916374456275389	0.150405188263609
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.117885997355396	0.0149188450216891	Inf	0.0916384954929144	0.15040660546825
