method	cutoff	reference	key	weighted_f1_mean	weighted_f1_std	weighted_f1_count
scvi	0.0	Dissection Angular gyrus AnG	class	0.939042933827406	0.0899721010576851	1926
scvi	0.0	Dissection Angular gyrus AnG	family	0.9746471881642726	0.08332696194678106	1926
scvi	0.0	Dissection Angular gyrus AnG	global	0.9784200781897822	0.07121325993847571	1926
scvi	0.0	Dissection Angular gyrus AnG	subclass	0.9271193676021753	0.09378140107174805	1926
scvi	0.0	Dissection Anterior cingulate cortex ACC	class	0.9178941500014853	0.0951467786092863	1926
scvi	0.0	Dissection Anterior cingulate cortex ACC	family	0.9681841238050664	0.07548058531820519	1926
scvi	0.0	Dissection Anterior cingulate cortex ACC	global	0.974269018142672	0.05361617140705152	1926
scvi	0.0	Dissection Anterior cingulate cortex ACC	subclass	0.9081643070292048	0.09662904554530119	1926
scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	class	0.8830172588667243	0.12407357622805869	1926
scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	family	0.9175069402926195	0.11452936980805867	1926
scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	global	0.9311429631660101	0.10402596026364477	1926
scvi	0.0	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.8730239517315166	0.12451274747055095	1926
scvi	0.0	Dissection Primary auditory cortexA1	class	0.9288127713516213	0.08854964350858384	1926
scvi	0.0	Dissection Primary auditory cortexA1	family	0.9732609431197857	0.0760820569502079	1926
scvi	0.0	Dissection Primary auditory cortexA1	global	0.9808430334670604	0.06154880431093926	1926
scvi	0.0	Dissection Primary auditory cortexA1	subclass	0.9177295485446076	0.09188469444421897	1926
scvi	0.0	Dissection Primary somatosensory cortex S1	class	0.9262439775132149	0.09283141594488256	1926
scvi	0.0	Dissection Primary somatosensory cortex S1	family	0.9747504193888258	0.07890562271931917	1926
scvi	0.0	Dissection Primary somatosensory cortex S1	global	0.9809115425500582	0.058286642178156524	1926
scvi	0.0	Dissection Primary somatosensory cortex S1	subclass	0.9154729847206752	0.09523677410909721	1926
scvi	0.0	Dissection Primary visual cortexV1	class	0.8949496065203298	0.1278234533176627	1926
scvi	0.0	Dissection Primary visual cortexV1	family	0.9493548668294535	0.10125767000851581	1926
scvi	0.0	Dissection Primary visual cortexV1	global	0.9558082653718205	0.08717691239130725	1926
scvi	0.0	Dissection Primary visual cortexV1	subclass	0.886129038076555	0.1268730767363075	1926
scvi	0.0	Human Multiple Cortical Areas SMART-seq	class	0.82326339727491	0.17518456204486205	1926
scvi	0.0	Human Multiple Cortical Areas SMART-seq	family	0.8995145216445782	0.12879994218718616	1926
scvi	0.0	Human Multiple Cortical Areas SMART-seq	global	0.9101182213059212	0.11996051730914165	1926
scvi	0.0	Human Multiple Cortical Areas SMART-seq	subclass	0.8195558117297865	0.17163479697831147	1926
scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	class	0.9435823847640559	0.07922560878347627	1926
scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	family	0.9768842530810722	0.071871618324317	1926
scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	global	0.9822958985530369	0.048624628190755734	1926
scvi	0.0	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9318975230017624	0.08425172238885495	1926
scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	class	0.9365300659796855	0.09272067687627157	1926
scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	family	0.9733167347554574	0.083956971491142	1926
scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	global	0.9788756133924594	0.06613636000376358	1926
scvi	0.0	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9257482735302298	0.095861241583171	1926
scvi	0.0	whole cortex	class	0.9330985290890419	0.08153576444453021	1926
scvi	0.0	whole cortex	family	0.9790667809026071	0.06728039503917668	1926
scvi	0.0	whole cortex	global	0.9842413190068323	0.048431250457603214	1926
scvi	0.0	whole cortex	subclass	0.9244676717078272	0.08395449689128096	1926
scvi	0.05	Dissection Angular gyrus AnG	class	0.939042933827406	0.08997210105768513	1926
scvi	0.05	Dissection Angular gyrus AnG	family	0.9746471881642726	0.08332696194678103	1926
scvi	0.05	Dissection Angular gyrus AnG	global	0.9784200781897822	0.07121325993847573	1926
scvi	0.05	Dissection Angular gyrus AnG	subclass	0.9271193676021753	0.09378140107174812	1926
scvi	0.05	Dissection Anterior cingulate cortex ACC	class	0.9178941500014853	0.09514677860928647	1926
scvi	0.05	Dissection Anterior cingulate cortex ACC	family	0.9681841238050664	0.07548058531820508	1926
scvi	0.05	Dissection Anterior cingulate cortex ACC	global	0.974269018142672	0.05361617140705128	1926
scvi	0.05	Dissection Anterior cingulate cortex ACC	subclass	0.9081643070292048	0.0966290455453013	1926
scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	class	0.8830172588667243	0.12407357622805855	1926
scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	family	0.9175069402926195	0.1145293698080586	1926
scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	global	0.9311429631660101	0.10402596026364479	1926
scvi	0.05	Dissection Dorsolateral prefrontal cortex DFC	subclass	0.8730239517315166	0.12451274747055097	1926
scvi	0.05	Dissection Primary auditory cortexA1	class	0.9288127713516213	0.08854964350858394	1926
scvi	0.05	Dissection Primary auditory cortexA1	family	0.9732609431197857	0.07608205695020788	1926
scvi	0.05	Dissection Primary auditory cortexA1	global	0.9808430334670604	0.06154880431093924	1926
scvi	0.05	Dissection Primary auditory cortexA1	subclass	0.9177295485446076	0.09188469444421885	1926
scvi	0.05	Dissection Primary somatosensory cortex S1	class	0.9262439775132149	0.09283141594488264	1926
scvi	0.05	Dissection Primary somatosensory cortex S1	family	0.9747504193888258	0.07890562271931903	1926
scvi	0.05	Dissection Primary somatosensory cortex S1	global	0.9809115425500582	0.058286642178156475	1926
scvi	0.05	Dissection Primary somatosensory cortex S1	subclass	0.9154729847206752	0.09523677410909719	1926
scvi	0.05	Dissection Primary visual cortexV1	class	0.8949496065203298	0.12782345331766282	1926
scvi	0.05	Dissection Primary visual cortexV1	family	0.9493548668294535	0.10125767000851564	1926
scvi	0.05	Dissection Primary visual cortexV1	global	0.9558082653718205	0.08717691239130732	1926
scvi	0.05	Dissection Primary visual cortexV1	subclass	0.886129038076555	0.12687307673630716	1926
scvi	0.05	Human Multiple Cortical Areas SMART-seq	class	0.82326339727491	0.17518456204486235	1926
scvi	0.05	Human Multiple Cortical Areas SMART-seq	family	0.8995145216445782	0.12879994218718632	1926
scvi	0.05	Human Multiple Cortical Areas SMART-seq	global	0.9101182213059212	0.11996051730914144	1926
scvi	0.05	Human Multiple Cortical Areas SMART-seq	subclass	0.8195558117297865	0.1716347969783116	1926
scvi	0.05	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	class	0.9435823847640559	0.0792256087834761	1926
scvi	0.05	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	family	0.9768842530810722	0.07187161832431696	1926
scvi	0.05	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	global	0.9822958985530369	0.04862462819075564	1926
scvi	0.05	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9318975230017624	0.08425172238885494	1926
scvi	0.05	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	class	0.9365300659796855	0.09272067687627157	1926
scvi	0.05	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	family	0.9733167347554574	0.08395697149114198	1926
scvi	0.05	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	global	0.9788756133924594	0.06613636000376355	1926
scvi	0.05	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	subclass	0.9257482735302298	0.09586124158317103	1926
scvi	0.05	whole cortex	class	0.9330985290890419	0.08153576444453002	1926
scvi	0.05	whole cortex	family	0.9790667809026071	0.06728039503917659	1926
scvi	0.05	whole cortex	global	0.9842413190068323	0.0484312504576032	1926
scvi	0.05	whole cortex	subclass	0.9244676717078272	0.08395449689128087	1926
scvi	0.1	Dissection Angular gyrus AnG	class	0.939042933827406	0.08997210105768513	1926
scvi	0.1	Dissection Angular gyrus AnG	family	0.9746471881642726	0.08332696194678099	1926
scvi	0.1	Dissection Angular gyrus AnG	global	0.9784200781897822	0.07121325993847565	1926
scvi	0.1	Dissection Angular gyrus AnG	subclass	0.9271193676021753	0.09378140107174814	1926
scvi	0.1	Dissection Anterior cingulate cortex ACC	class	0.9178941500014853	0.09514677860928643	1926
