"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0562138442058927	0.00696426308888071	Inf	0.0440232053503809	0.0715276613791486
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.883579181066584	0.013589933160388	Inf	0.854188276606979	0.907686080659277
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.878354825057792	0.0141388539773437	Inf	0.847817580489503	0.903462136809029
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.84751572179121	0.0170982533970132	Inf	0.810909890791515	0.878100328654471
"whole cortex"	"seurat"	0.801397604763732	0.0208902035052484	Inf	0.757275617055444	0.839202211547258
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0932447023211407	0.010982059889487	Inf	0.0738348669604213	0.117111827934341
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.854507983158802	0.0162304950338479	Inf	0.819731813599575	0.883528577059948
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.900600712372997	0.011764609391626	Inf	0.875046820799063	0.92139806320879
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.879724642914075	0.0139269152390096	Inf	0.849648776680635	0.90446071770133
"whole cortex"	"scvi"	0.899839456221145	0.0118763921663296	Inf	0.874041331734109	0.920832348771112
