label	key	reference	method	subsample_ref	mean_rank	median_rank	mean_norm_rank	n_studies	n_wins	mean_f1_across_studies	std_f1_across_studies	mean_support	total_samples	win_fraction
Astrocyte	class	Single-nucleus transcriptome data from the dlPFC	seurat	500	12.8125	10.5	0.18173076923076922	16	11	0.9780759429227095	0.04345465249749698	5.588300017279261	1015	0.6875
Astrocyte	class	Dissection Primary auditory cortexA1	seurat	100	16.9375	12.75	0.24519230769230768	16	6	0.975254470746902	0.04319741615116633	5.588300017279261	1015	0.375
Astrocyte	class	whole cortex	scvi_rf	500	17.71875	17.25	0.25721153846153844	16	6	0.9726489863378057	0.05597282647712071	5.588300017279261	1015	0.375
Astrocyte	class	Dissection Angular gyrus AnG	seurat	100	19.03125	12.75	0.27740384615384617	16	7	0.9734977545038359	0.0485227095701714	5.588300017279261	1015	0.4375
Astrocyte	class	Dissection Primary somatosensory cortex S1	seurat	500	19.125	20.0	0.27884615384615385	16	7	0.9756485677012958	0.04255069357627878	5.588300017279261	1015	0.4375
Astrocyte	class	Dissection Primary somatosensory cortex S1	seurat	100	19.46875	12.75	0.2841346153846154	16	6	0.9743108352984358	0.044122714488493704	5.588300017279261	1015	0.375
Astrocyte	class	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	seurat	100	19.53125	12.75	0.28509615384615383	16	9	0.9723459808697303	0.05286436681606995	5.588300017279261	1015	0.5625
Astrocyte	class	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	scvi_rf	100	21.09375	16.0	0.3091346153846154	16	7	0.9724840018649095	0.055415713287473	5.588300017279261	1015	0.4375
Astrocyte	class	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	seurat	500	21.15625	12.75	0.31009615384615385	16	8	0.9694979024422847	0.057091301056022885	5.588300017279261	1015	0.5
Astrocyte	class	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	scvi_rf	500	22.5625	22.25	0.3317307692307692	16	6	0.9702664044421445	0.060533057455511505	5.588300017279261	1015	0.375
