"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.87151297451752	0.0145208534902758	Inf	0.840270604158569	0.897390700526813
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.85545945581625	0.0159759001992732	Inf	0.821250575555077	0.884045841356633
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.0924476320436384	0.0108240694413172	Inf	0.0733071713597415	0.115960293638053
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.888588452243543	0.0128404127595002	Inf	0.860828836587457	0.911381044709296
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.881105670176922	0.0135593886983332	Inf	0.851858804994325	0.905220888249006
"whole cortex"	"seurat"	0.85635495934173	0.0159591352610325	Inf	0.822161240613821	0.884894584962409
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.837636742522583	0.0177368795029675	Inf	0.799814601157318	0.869479076113145
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.902466453647694	0.0114643272269637	Inf	0.87757439544946	0.922742917565422
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.149767930036526	0.0163827874118892	Inf	0.120406713375644	0.184784771879005
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.870740509969269	0.0145897042337683	Inf	0.83935785126124	0.896746513325749
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.839458457276578	0.0174469479069638	Inf	0.802258290799948	0.87078749132777
"whole cortex"	"scvi"	0.860625008717361	0.0155403656051415	Inf	0.827293063073376	0.888391840913757
