"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.0916455109653672	0.00876247998548061	Inf	0.0758573982349771	0.110327296060121
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.0971637400536627	0.00924286159406853	Inf	0.0804940146506219	0.116846956036929
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.445477599860124	0.0265175353110117	Inf	0.394280204948997	0.497858808505791
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.388306754574274	0.0255494787684867	Inf	0.339559017422364	0.43939677158498
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.225928672219484	0.0186587350406032	Inf	0.191459232016634	0.264573177513988
"whole cortex"	"seurat"	0.31843125023205	0.0232873445925799	Inf	0.274623015619032	0.365704601763984
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.111896818655914	0.0104235655869727	Inf	0.0930380568293735	0.134013401629907
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.245763758527311	0.0197655502774918	Inf	0.209105131112741	0.286520854946772
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.142274541394828	0.012865825484116	Inf	0.118871172794123	0.169399731222682
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.375055141400846	0.0251475236787744	Inf	0.327200443622548	0.425482623775221
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.29237695625937	0.0221566465447488	Inf	0.250909969507709	0.337608409738265
"whole cortex"	"scvi"	0.286815014040838	0.0218714349735134	Inf	0.245924187239038	0.331515831345108
