"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"seurat"	0.515197614376137	0.0274105483186769	Inf	0.461505259379308	0.56854142082334
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"seurat"	0.413522006876597	0.02673452188099	Inf	0.362279908441156	0.46670770593307
"BrainAgingSpatialAtlas snRNAseq"	"seurat"	0.0363054300179207	0.00411892815519639	Inf	0.0290418280472913	0.0453009598303477
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"seurat"	0.352858061797775	0.0253272290108985	Inf	0.304938954238496	0.403931217302416
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"seurat"	0.428618871134589	0.0270077023749842	Inf	0.376687974858629	0.482170897834621
"whole cortex"	"seurat"	0.564745771804158	0.026703060951422	Inf	0.511879513041611	0.616179602347322
"Adult mouse cortical cell taxonomy revealed by single cell transcriptomics"	"scvi"	0.0461494534121527	0.00564642956595854	Inf	0.0362627525955075	0.0585678599945184
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types"	"scvi"	0.0283709789615139	0.00338551554403801	Inf	0.0224376985177863	0.0358157346710328
"BrainAgingSpatialAtlas snRNAseq"	"scvi"	0.0283709874198663	0.00338551619069719	Inf	0.022437705767723	0.0358157444489786
"Single-cell RNA-seq for all cortical  hippocampal regions 10x"	"scvi"	0.0283711327706943	0.00338552730307246	Inf	0.0224378303527915	0.0358159124760778
"Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4"	"scvi"	0.0283710045762558	0.0033855175023396	Inf	0.0224377204730387	0.0358157642819478
"whole cortex"	"scvi"	0.0305933225209268	0.00367006243727446	Inf	0.024163648435398	0.0386660698619236
