"reference"	"method"	"response"	"SE"	"df"	"asymp.LCL"	"asymp.UCL"
"Dissection Angular gyrus AnG"	"seurat"	0.719679604103572	0.0185723644108798	Inf	0.681882738746256	0.754601829033101
"Dissection Anterior cingulate cortex ACC"	"seurat"	0.716598365394769	0.0187014054012003	Inf	0.678560469653649	0.751781571473748
"Dissection Dorsolateral prefrontal cortex DFC"	"seurat"	0.706035557573951	0.0191235412223143	Inf	0.667215118466954	0.742078037225761
"Dissection Primary auditory cortexA1"	"seurat"	0.732499345710725	0.0180359687263411	Inf	0.695705946890091	0.76633810827896
"Dissection Primary somatosensory cortex S1"	"seurat"	0.732864516644887	0.0180202966430254	Inf	0.696100570317246	0.766671746075662
"Dissection Primary visual cortexV1"	"seurat"	0.760178062770569	0.0167663106972758	Inf	0.725797358019763	0.79148641259824
"Human Multiple Cortical Areas SMART-seq"	"seurat"	0.7886461787621	0.0153389330134055	Inf	0.757021689678013	0.817148817457519
"Single-nucleus transcriptome data from the dlPFC"	"seurat"	0.785612657856744	0.0154963504802805	Inf	0.753682285186465	0.814423042821125
"whole cortex"	"seurat"	0.331627585311521	0.0203934989812423	Inf	0.292936620755832	0.372734903369441
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.736274581086474	0.0178697556448652	Inf	0.699794658793599	0.769779939046943
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"seurat"	0.748682264160732	0.0173098633537847	Inf	0.713263276606076	0.781069049820329
"Dissection Angular gyrus AnG"	"scvi"	0.786566565982841	0.0154364855164833	Inf	0.754754758997545	0.815261939874618
"Dissection Anterior cingulate cortex ACC"	"scvi"	0.769163560153417	0.0163314048570989	Inf	0.735617586498329	0.799612565876329
"Dissection Dorsolateral prefrontal cortex DFC"	"scvi"	0.758126790302234	0.0168779187592492	Inf	0.723529387220567	0.789653376542957
"Dissection Primary auditory cortexA1"	"scvi"	0.781891526664031	0.0156814687539797	Inf	0.749603395934008	0.811065558966893
"Dissection Primary somatosensory cortex S1"	"scvi"	0.787808940533535	0.015369180933484	Inf	0.75612854812346	0.816373304582072
"Dissection Primary visual cortexV1"	"scvi"	0.795699663489279	0.0149483527111156	Inf	0.764840315408813	0.823444232166068
"Human Multiple Cortical Areas SMART-seq"	"scvi"	0.780497621948858	0.0157792206949719	Inf	0.748014282876378	0.809857973282784
"Single-nucleus transcriptome data from the dlPFC"	"scvi"	0.764753350379663	0.016551022150086	Inf	0.730784294715722	0.795634891162807
"whole cortex"	"scvi"	0.787143048576294	0.0153993792378956	Inf	0.755404915995921	0.815767298222849
"Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.782205035853223	0.0156651575627911	Inf	0.749948580041679	0.811347164512114
"Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	"scvi"	0.792820982702248	0.0151023609765614	Inf	0.761660911199148	0.82086535544562
